dataset,model,rep,strategy,baseline_r2,baseline_r2_std,baseline_rmse,auc_norm,weibull_tau,weibull_beta,retention_0.5,retention_1.0
TINY,NGBoost,PDV,quantile,-0.1336818481862097,0.1293606972361247,1.138911435600632,,,,,
