dataset,rep,strategy,sigma,rho_vs_clean,snr_drop,mean_drop
ChEMBL-hERG-Ki,SNS,threshold,0.7,-0.2447552447552448,1.6817894785730827,0.31141050845220614
ChEMBL-hERG-Ki,SNS,threshold,0.8,-0.5734265734265735,3.17320558894499,0.4844827986720183
ChEMBL-hERG-Ki,SNS,threshold,0.9,-0.4055944055944056,3.91531932487767,0.5492632157524936
ChEMBL-hERG-Ki,SNS,threshold,1.0,-0.5034965034965035,2.6360415896205183,0.5841600455630058
ChEMBL-hERG-Ki,SNS,valprop,0.0,1.0,,0.0
ChEMBL-hERG-Ki,SNS,valprop,0.1,0.5174825174825175,0.7499731936416041,0.07814696005450798
ChEMBL-hERG-Ki,SNS,valprop,0.2,0.41958041958041964,1.4081627008681623,0.12164845055351063
ChEMBL-hERG-Ki,SNS,valprop,0.3,0.10489510489510491,1.0830442777749034,0.136482675661756
ChEMBL-hERG-Ki,SNS,valprop,0.4,-0.1328671328671329,1.4337063759065147,0.18015270513747303
ChEMBL-hERG-Ki,SNS,valprop,0.5,0.027972027972027972,1.3737155686128872,0.20846772111655673
ChEMBL-hERG-Ki,SNS,valprop,0.6,0.013986013986013986,1.0913431708197574,0.2625551537171038
ChEMBL-hERG-Ki,SNS,valprop,0.7,-0.15384615384615385,1.6323531922911592,0.2765200449676784
ChEMBL-hERG-Ki,SNS,valprop,0.8,-0.3706293706293707,2.1299243761300803,0.364967932314433
ChEMBL-hERG-Ki,SNS,valprop,0.9,-0.22377622377622378,2.46986541591547,0.3988334309428993
ChEMBL-hERG-Ki,SNS,valprop,1.0,-0.46153846153846156,2.5542311364091885,0.38896286411567876
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.1,0.9860139860139862,0.27644632352393367,0.00045332947089258803
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.2,0.9580419580419581,0.30925416070429756,0.012728831741998223
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.3,0.9440559440559443,0.2949426134406182,0.016336913018925158
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.4,0.9860139860139862,0.250579433595882,0.018376958375167313
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.5,0.9720279720279721,0.35915548802705693,0.024584263350791054
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.6,0.9090909090909092,0.35120830247943147,0.0479957122647179
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.7,0.9090909090909092,0.6175276264825553,0.05671591060000351
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.8,0.9230769230769231,0.36817364155205196,0.05760344694237901
OpenADMET-Caco2_Efflux,ECFP4,hetero,0.9,0.7972027972027973,0.7409726857433366,0.07752488648436744
OpenADMET-Caco2_Efflux,ECFP4,hetero,1.0,0.7762237762237763,0.6042215687430581,0.10106640227055756
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.1,0.9790209790209792,0.2446798947216285,0.00960701431805522
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.2,0.8951048951048951,0.3932710441760507,0.030274301588250303
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.3,0.7272727272727274,0.5348618183611685,0.07538606661870018
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.4,0.7272727272727274,0.9087532075424091,0.10060084036807149
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.5,0.25874125874125875,1.3408098079100566,0.18386514911106866
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.6,0.034965034965034975,1.692771359102249,0.2523916946906596
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.7,-0.0979020979020979,2.1567082795614483,0.30295408901700743
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.8,-0.2517482517482518,1.8294976063716084,0.3424711635752189
OpenADMET-Caco2_Efflux,ECFP4,legacy,0.9,-0.4545454545454546,2.3627632272600985,0.45005876216432616
OpenADMET-Caco2_Efflux,ECFP4,legacy,1.0,-0.5034965034965035,2.812499595894542,0.5505883800521553
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.1,0.9930069930069931,0.30892516782026996,-0.0011180801460687298
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.2,0.9230769230769231,0.34334580208028104,0.019482365903072896
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.3,0.7692307692307694,0.6534549126478203,0.06789904280303433
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.4,0.6013986013986015,0.7970307341850175,0.08037533263959491
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.5,0.2797202797202798,0.7947902384426015,0.15138346714149553
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.6,0.2377622377622378,1.4425489040263835,0.22802784068903847
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.7,0.07692307692307693,1.6405580551016337,0.23635719511594874
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.8,-0.1328671328671329,1.8512953998431825,0.30636177297837247
OpenADMET-Caco2_Efflux,ECFP4,outlier,0.9,-0.3846153846153847,1.4213263675209042,0.3857661314939711
OpenADMET-Caco2_Efflux,ECFP4,outlier,1.0,-0.3636363636363637,1.7151104177355034,0.5203534135225246
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.1,0.9720279720279721,0.5471231795874092,0.008056399500735778
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.2,0.9510489510489512,0.3989855415967916,0.030733119337608864
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.3,0.8251748251748254,0.4419913137882682,0.08394950587219395
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.4,0.6853146853146854,0.6771587356992886,0.10134390909720475
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.5,0.20979020979020982,1.2069475223058987,0.17973829943880515
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.6,-0.06993006993006995,2.055878137212605,0.25441214585486777
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.7,-0.055944055944055944,1.881783999742242,0.28048110400108195
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.8,-0.2517482517482518,1.7718454605069087,0.3525435720236878
OpenADMET-Caco2_Efflux,ECFP4,quantile,0.9,-0.44755244755244755,2.2112633186066204,0.47171167250564133
OpenADMET-Caco2_Efflux,ECFP4,quantile,1.0,-0.4545454545454546,1.9743808088753587,0.5380506597448386
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.1,0.9440559440559443,0.5926518432041569,0.0129947639171891
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.2,0.9790209790209792,0.6820302273603225,0.01728896398578619
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.3,0.9090909090909092,0.4552076055959775,0.060623015048606906
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.4,0.8741258741258742,0.46716447919269505,0.06639066569324134
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.5,0.7202797202797203,0.780030438233172,0.09860309551572495
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.6,0.27272727272727276,1.4414287368034329,0.17919742896631383
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.7,0.3216783216783217,1.5347828126467775,0.17138528504725278
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.8,0.20979020979020982,1.336466887683481,0.21175372759537706
OpenADMET-Caco2_Efflux,ECFP4,threshold,0.9,-0.0979020979020979,1.3518698152638557,0.30770196837470337
OpenADMET-Caco2_Efflux,ECFP4,threshold,1.0,-0.23076923076923078,1.591591088781555,0.354938533983117
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.1,0.9510489510489512,0.5794036167933297,0.01434712149985929
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.2,0.9510489510489512,0.5584757571667668,0.040176717023704206
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.3,0.7412587412587414,0.6885495590564109,0.09669354324762493
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.4,0.6713286713286714,0.9562218183081256,0.1245935044201954
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.5,0.2517482517482518,1.496148829353814,0.20760556288006407
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.6,-0.11188811188811189,1.708545811545197,0.28784924839970955
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.7,-0.3356643356643357,2.079839273393044,0.3271483809389569
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.8,-0.2867132867132868,1.9899584358841522,0.36728176982039157
OpenADMET-Caco2_Efflux,ECFP4,valprop,0.9,-0.43356643356643365,2.6898213461688343,0.46555790549064513
OpenADMET-Caco2_Efflux,ECFP4,valprop,1.0,-0.4545454545454546,2.9877857318071066,0.5766354772044886
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.1,0.8531468531468532,0.6887259660686015,0.02904870515064072
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.2,0.8741258741258742,0.4031004556924686,0.030726840232377192
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.3,0.8951048951048951,0.5741830932968265,0.04829204050235855
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.4,0.8951048951048951,0.6415107696056989,-0.015928488563887677
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.5,0.8531468531468532,0.5948551546844241,0.061325007338048854
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.6,0.8671328671328673,0.6819554127547625,0.04582726800734497
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.7,0.8811188811188813,0.4628460167317998,0.09021422982590317
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.8,0.7810870121972561,0.9406173564250941,0.15895284770565862
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,0.9,0.8321678321678322,0.40871740183988775,0.10719821474419143
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,hetero,1.0,0.8461538461538463,0.5205603505674766,0.10790880310071005
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.1,0.9790209790209792,0.2176423505869491,0.052685510426603466
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.2,0.9440559440559443,0.6407239160367154,0.055414783634317344
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.3,0.7762237762237763,0.6172489471354127,0.10318808184543475
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.4,0.8671328671328673,0.553746836908014,0.08648667969500529
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.5,0.8161133356141735,0.671983157140456,0.24556780380446197
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.6,0.7902097902097903,0.7165896426993119,0.2890134635307106
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.7,0.8169216656366385,0.7265746183298298,0.3771491301553576
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.8,0.7390554240969553,0.8533341081396627,0.38512158971798893
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,0.9,0.8231186002975569,0.9419593180906424,0.49500518474380967
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,legacy,1.0,0.7692307692307694,0.93649695812018,0.5596171752617187
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.1,0.9510489510489512,0.3767886278683355,-0.011191681357543164
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.2,0.9020979020979022,0.4596746020659415,0.017045173257564862
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.3,0.9090909090909092,0.4793180789339191,0.06880117135798826
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.4,0.9160839160839163,0.3184445843128406,0.0682483582897506
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.5,0.8041958041958043,0.4984856422741485,0.12922394568552445
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.6,0.9510489510489512,0.3790133785586409,0.20801463234539963
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.7,0.8741258741258742,0.5290446050303148,0.19185721863881633
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.8,0.8616475560561659,0.7104323934453678,0.24383253662730167
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,0.9,0.8601398601398602,0.6830117208806139,0.38985759373917356
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,outlier,1.0,0.8181818181818183,0.7889716853078039,0.40830181099233775
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.1,0.9300699300699302,0.619035037868494,-0.10528534282097014
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.2,0.8881118881118882,0.4657806094429324,0.07311330519241921
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.3,0.7692307692307694,0.39566232180375177,0.038346796418805174
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.4,0.8181818181818183,0.3975692907805111,0.13255258317157123
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.5,0.8951048951048951,0.21153124396169035,0.1675409395992085
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.6,0.8406317620060155,0.5482557375463875,0.2272363512683583
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.7,0.8741258741258742,0.5397407513218492,0.2090046513319492
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.8,0.8951048951048951,0.48453751824804214,0.2679037152953108
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,0.9,0.847637026689399,0.7554080451007464,0.43793628297626275
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,quantile,1.0,0.7062937062937064,0.9170236530834973,0.4394667881044429
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.1,0.9720279720279721,0.48586973881268264,-0.10461120886425336
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.2,0.9510489510489512,0.44509823997744224,0.03845544457204037
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.3,0.9562186292818428,0.21673340069052238,0.052895400555531345
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.4,0.8951048951048951,0.5450567306598642,-0.022314424569222474
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.5,0.9230769230769231,0.418145740358009,0.05820146119998284
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.6,0.9370629370629372,0.6032097277382108,0.036418481089581206
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.7,0.9090909090909092,0.37022068716538553,0.12591601092086172
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.8,0.8811188811188813,0.6146081139150031,0.1264795294861735
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,0.9,0.8041958041958043,0.8678050998383137,0.22887020063462718
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,threshold,1.0,0.8601398601398602,0.6778842847138271,0.34501755813022233
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.1,0.8811188811188813,0.6191657269282499,0.028136472373221363
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.2,0.9020979020979022,0.3158185198991074,0.11127262275198067
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.3,0.8321678321678322,0.6071869619098984,0.12120732067796607
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.4,0.8391608391608393,0.4554322153521929,0.13746857569673498
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.5,0.8391608391608393,0.5922756290138376,0.2516568617286701
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.6,0.7530659534637223,0.904778494990517,0.3387393638131637
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.7,0.7320501594135719,0.9309840823380504,0.3036269681980724
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.8,0.8251748251748254,0.8633234486582259,0.3695907821712389
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,0.9,0.6153846153846154,1.0568229689110222,0.47131829282058463
OpenADMET-Caco2_Efflux,MHG-GNN-pretrained,valprop,1.0,0.5534159099872935,1.183538819957792,0.5195836657850981
OpenADMET-Caco2_Efflux,PDV,hetero,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,PDV,hetero,0.1,0.9505494505494506,0.4266829420776154,-0.0023114929625946854
OpenADMET-Caco2_Efflux,PDV,hetero,0.2,0.989010989010989,0.46327514814425175,-0.00014810363117073586
OpenADMET-Caco2_Efflux,PDV,hetero,0.3,0.9780219780219779,0.7941704101941479,0.00757745059364087
OpenADMET-Caco2_Efflux,PDV,hetero,0.4,0.9505494505494506,0.4949449643892751,0.005081433092149788
OpenADMET-Caco2_Efflux,PDV,hetero,0.5,0.901098901098901,0.6179844302613549,0.0213790763872833
OpenADMET-Caco2_Efflux,PDV,hetero,0.6,0.9120879120879121,0.377888332104118,0.0375657570211841
OpenADMET-Caco2_Efflux,PDV,hetero,0.7,0.7912087912087913,0.5862024059475963,0.043414865352580316
OpenADMET-Caco2_Efflux,PDV,hetero,0.8,0.9120879120879121,0.4743672760790696,0.04194121028933109
OpenADMET-Caco2_Efflux,PDV,hetero,0.9,0.8791208791208791,0.6206111531001022,0.059055903799084236
OpenADMET-Caco2_Efflux,PDV,hetero,1.0,0.6868131868131868,1.0914616979052838,0.0839609573137746
OpenADMET-Caco2_Efflux,PDV,legacy,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,PDV,legacy,0.1,0.989010989010989,0.30425472712935514,0.005551685499993042
OpenADMET-Caco2_Efflux,PDV,legacy,0.2,0.8956043956043955,0.5672221648596218,0.026722375765422187
OpenADMET-Caco2_Efflux,PDV,legacy,0.3,0.7747252747252747,1.111776745842804,0.06452073502285981
OpenADMET-Caco2_Efflux,PDV,legacy,0.4,0.6648351648351648,1.1031358213495197,0.08679916507331752
OpenADMET-Caco2_Efflux,PDV,legacy,0.5,0.5989010989010989,1.308080472177034,0.15379198643634517
OpenADMET-Caco2_Efflux,PDV,legacy,0.6,0.521978021978022,2.3944697963708013,0.22890860072339178
OpenADMET-Caco2_Efflux,PDV,legacy,0.7,0.32417582417582413,2.2355019572391233,0.24460715094643887
OpenADMET-Caco2_Efflux,PDV,legacy,0.8,0.34615384615384615,2.7669302703734444,0.2953755351680112
OpenADMET-Caco2_Efflux,PDV,legacy,0.9,0.40659340659340654,3.621767367461131,0.3826990719972345
OpenADMET-Caco2_Efflux,PDV,legacy,1.0,0.16483516483516483,3.520324958949917,0.45271637777502416
OpenADMET-Caco2_Efflux,PDV,outlier,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,PDV,outlier,0.1,0.9725274725274725,0.20129189966777125,0.005235278420171881
OpenADMET-Caco2_Efflux,PDV,outlier,0.2,0.945054945054945,0.2735137089700004,0.017040728059569528
OpenADMET-Caco2_Efflux,PDV,outlier,0.3,0.9065934065934067,0.4377903745769943,0.05684028477897637
OpenADMET-Caco2_Efflux,PDV,outlier,0.4,0.6208791208791209,0.592721552479365,0.09045774887494505
OpenADMET-Caco2_Efflux,PDV,outlier,0.5,0.7087912087912087,0.6750342924737498,0.11541393792762625
OpenADMET-Caco2_Efflux,PDV,outlier,0.6,0.5879120879120878,1.086619180604969,0.19345694810107872
OpenADMET-Caco2_Efflux,PDV,outlier,0.7,0.4505494505494505,1.7160060959687684,0.2347830710292494
OpenADMET-Caco2_Efflux,PDV,outlier,0.8,0.34065934065934067,1.0416739278647924,0.2758844733042257
OpenADMET-Caco2_Efflux,PDV,outlier,0.9,0.532967032967033,1.433856451390811,0.3491246482756836
OpenADMET-Caco2_Efflux,PDV,outlier,1.0,0.3626373626373627,1.4656180357514645,0.41773439329335726
OpenADMET-Caco2_Efflux,PDV,quantile,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,PDV,quantile,0.1,0.967032967032967,0.4426794529938993,0.0016856634245550532
OpenADMET-Caco2_Efflux,PDV,quantile,0.2,0.9505494505494506,0.6307182485328783,0.017935252092746976
OpenADMET-Caco2_Efflux,PDV,quantile,0.3,0.7692307692307693,0.7122788183635025,0.05629117351525738
OpenADMET-Caco2_Efflux,PDV,quantile,0.4,0.7252747252747254,1.1659642511652917,0.08266086917725375
OpenADMET-Caco2_Efflux,PDV,quantile,0.5,0.6318681318681317,1.228182307387945,0.12066609886478287
OpenADMET-Caco2_Efflux,PDV,quantile,0.6,0.6208791208791209,1.7573879046545784,0.20146140746840124
OpenADMET-Caco2_Efflux,PDV,quantile,0.7,0.510989010989011,1.8394868917475298,0.2170994116760025
OpenADMET-Caco2_Efflux,PDV,quantile,0.8,0.48901098901098894,1.5264915149631562,0.2740077761385776
OpenADMET-Caco2_Efflux,PDV,quantile,0.9,0.45604395604395603,2.289917705076475,0.36498570937081976
OpenADMET-Caco2_Efflux,PDV,quantile,1.0,0.46703296703296704,2.2020192826774347,0.3851076893129148
OpenADMET-Caco2_Efflux,PDV,threshold,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,PDV,threshold,0.1,0.9835164835164836,0.17034166357032618,0.00022895083872180908
OpenADMET-Caco2_Efflux,PDV,threshold,0.2,0.967032967032967,0.6433228607551466,0.0010810067014459161
OpenADMET-Caco2_Efflux,PDV,threshold,0.3,0.9120879120879121,0.385897530931383,0.040305766265536586
OpenADMET-Caco2_Efflux,PDV,threshold,0.4,0.9340659340659341,0.3856907780279358,0.05497440680877804
OpenADMET-Caco2_Efflux,PDV,threshold,0.5,0.8241758241758241,0.5374098993541762,0.07152557913745829
OpenADMET-Caco2_Efflux,PDV,threshold,0.6,0.6703296703296703,0.8440170127930093,0.13081710896334503
OpenADMET-Caco2_Efflux,PDV,threshold,0.7,0.5549450549450549,0.8775744161849177,0.14889926714409463
OpenADMET-Caco2_Efflux,PDV,threshold,0.8,0.6153846153846153,0.8494032442941221,0.1948918651392906
OpenADMET-Caco2_Efflux,PDV,threshold,0.9,0.6098901098901099,1.1217261401993663,0.26555113998370466
OpenADMET-Caco2_Efflux,PDV,threshold,1.0,0.45604395604395603,1.3276969572693247,0.2509216289681496
OpenADMET-Caco2_Efflux,PDV,valprop,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,PDV,valprop,0.1,0.8791208791208791,0.3998037519895586,0.015838310145721613
OpenADMET-Caco2_Efflux,PDV,valprop,0.2,0.8516483516483516,0.6426772690718009,0.03464260652732497
OpenADMET-Caco2_Efflux,PDV,valprop,0.3,0.6208791208791209,0.9546009809717925,0.08273188470443425
OpenADMET-Caco2_Efflux,PDV,valprop,0.4,0.6593406593406593,1.1443736782817326,0.10086101263731642
OpenADMET-Caco2_Efflux,PDV,valprop,0.5,0.5384615384615384,1.6888205634803504,0.17042017750244082
OpenADMET-Caco2_Efflux,PDV,valprop,0.6,0.4945054945054945,2.6649116926144307,0.24841828132666716
OpenADMET-Caco2_Efflux,PDV,valprop,0.7,0.5494505494505494,2.834215667704195,0.2571812590357707
OpenADMET-Caco2_Efflux,PDV,valprop,0.8,0.46153846153846156,2.5320038365243414,0.32041000119038926
OpenADMET-Caco2_Efflux,PDV,valprop,0.9,0.32967032967032966,3.5793943661613516,0.4029314288825424
OpenADMET-Caco2_Efflux,PDV,valprop,1.0,0.34065934065934067,3.8455853050385036,0.4747112252927725
OpenADMET-Caco2_Efflux,SNS,hetero,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,SNS,hetero,0.1,0.9510489510489512,0.2607553865405832,-0.00206633789059082
OpenADMET-Caco2_Efflux,SNS,hetero,0.2,0.9930069930069931,0.1751162915269042,0.004811308001353619
OpenADMET-Caco2_Efflux,SNS,hetero,0.3,0.7972027972027973,0.9372444157528345,0.01464970344587975
OpenADMET-Caco2_Efflux,SNS,hetero,0.4,0.9790209790209792,0.562845490439823,0.015231805737200134
OpenADMET-Caco2_Efflux,SNS,hetero,0.5,0.8811188811188813,0.4573263810762502,0.0310558867145313
OpenADMET-Caco2_Efflux,SNS,hetero,0.6,0.7272727272727274,0.7088822627935004,0.04415937122169634
OpenADMET-Caco2_Efflux,SNS,hetero,0.7,0.9300699300699302,0.5300385187145129,0.05464724635137979
OpenADMET-Caco2_Efflux,SNS,hetero,0.8,0.6853146853146854,0.9629098585450686,0.07394313948797941
OpenADMET-Caco2_Efflux,SNS,hetero,0.9,0.7062937062937064,0.7410046176589972,0.07059866601968477
OpenADMET-Caco2_Efflux,SNS,hetero,1.0,0.6923076923076924,0.8470415090375549,0.09767047942730717
OpenADMET-Caco2_Efflux,SNS,legacy,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,SNS,legacy,0.1,0.9860139860139862,0.326292382569764,0.016230482996696823
OpenADMET-Caco2_Efflux,SNS,legacy,0.2,0.9090909090909092,0.636189969610396,0.05210833630591819
OpenADMET-Caco2_Efflux,SNS,legacy,0.3,0.6643356643356644,0.8812266084468109,0.1001092957568379
OpenADMET-Caco2_Efflux,SNS,legacy,0.4,0.4825174825174825,1.3084997377045595,0.1263649166043161
OpenADMET-Caco2_Efflux,SNS,legacy,0.5,0.5314685314685316,1.273952689661004,0.19509878872351427
OpenADMET-Caco2_Efflux,SNS,legacy,0.6,-0.055944055944055944,1.8224616030388796,0.2903457757530359
OpenADMET-Caco2_Efflux,SNS,legacy,0.7,-0.006993006993006993,2.0811997171682473,0.33792307308394093
OpenADMET-Caco2_Efflux,SNS,legacy,0.8,-0.2867132867132868,2.063298763772954,0.40481519731251375
OpenADMET-Caco2_Efflux,SNS,legacy,0.9,-0.2027972027972028,2.61056583012699,0.4720079294184803
OpenADMET-Caco2_Efflux,SNS,legacy,1.0,-0.43356643356643365,2.13274771865804,0.5941910473622413
OpenADMET-Caco2_Efflux,SNS,outlier,0.0,1.0,,0.0
OpenADMET-Caco2_Efflux,SNS,outlier,0.1,0.9510489510489512,0.44078318248133613,0.016230139543349033
OpenADMET-Caco2_Efflux,SNS,outlier,0.2,0.9440559440559443,0.48229680090489163,0.035002157044026594
OpenADMET-Caco2_Efflux,SNS,outlier,0.3,0.5664335664335665,0.6117789208090552,0.10166813761642347
OpenADMET-Caco2_Efflux,SNS,outlier,0.4,0.4545454545454546,0.8263230989372313,0.12058113764921968
OpenADMET-Caco2_Efflux,SNS,outlier,0.5,0.32867132867132864,0.9250918568533728,0.148698596674411
OpenADMET-Caco2_Efflux,SNS,outlier,0.6,0.2447552447552448,1.5519966785134052,0.2877722623392824
OpenADMET-Caco2_Efflux,SNS,outlier,0.7,0.09090909090909093,1.3430531249905724,0.24982645093470976
OpenADMET-Caco2_Efflux,SNS,outlier,0.8,-0.02097902097902098,1.1837188541575354,0.3581641199586241
