dataset,rep,strategy,sigma,rho_vs_clean,snr_drop,mean_drop
ChEMBL-hERG-Ki,SNS,quantile,0.8,0.2937062937062937,0.7533178257119045,0.15676345854007567
ChEMBL-hERG-Ki,SNS,quantile,0.9,0.23076923076923078,0.817215442440824,0.1854920923476918
ChEMBL-hERG-Ki,SNS,quantile,1.0,-0.0979020979020979,1.4198215572484902,0.1928097940302506
ChEMBL-hERG-Ki,SNS,threshold,0.0,1.0,,0.0
ChEMBL-hERG-Ki,SNS,threshold,0.1,0.9090909090909092,0.6800613716870226,0.010724951119704626
ChEMBL-hERG-Ki,SNS,threshold,0.2,0.8111888111888113,0.6011572811774373,0.05063924731316724
ChEMBL-hERG-Ki,SNS,threshold,0.3,0.5734265734265735,0.4656680453611516,0.0798518101959513
ChEMBL-hERG-Ki,SNS,threshold,0.4,0.15384615384615385,1.1362725199307582,0.13810108231243393
ChEMBL-hERG-Ki,SNS,threshold,0.5,0.21678321678321683,1.0598993013714506,0.19592751730810884
ChEMBL-hERG-Ki,SNS,threshold,0.6,-0.09090909090909093,1.05321788281054,0.2625373023524199
