dataset,rep,strategy,sigma,W,meanSpear,snr_clip,mean_r2c
ChEMBL-hERG-Ki,PDV,outlier,1.0,0.6668131868131868,0.5835164835164836,0.833109844471883,-0.052545376508932706
ChEMBL-hERG-Ki,PDV,quantile,0.0,0.7006593406593407,0.6258241758241759,0.8937702766658416,0.1061840719284568
ChEMBL-hERG-Ki,PDV,quantile,0.1,0.6685714285714286,0.5857142857142857,1.0016346913849679,0.06393565994227783
ChEMBL-hERG-Ki,PDV,quantile,0.2,0.701098901098901,0.6263736263736264,1.1678491107865168,0.09367115639285352
ChEMBL-hERG-Ki,PDV,quantile,0.3,0.7942857142857143,0.7428571428571429,1.057657882440495,0.0038399589899892252
ChEMBL-hERG-Ki,PDV,quantile,0.4,0.6659340659340659,0.5824175824175823,0.8891716246033646,0.03328490200815836
ChEMBL-hERG-Ki,PDV,quantile,0.5,0.6597802197802198,0.5747252747252747,0.8737334842884018,0.04818135854985091
ChEMBL-hERG-Ki,PDV,quantile,0.6,0.636043956043956,0.5450549450549451,1.0283996080384006,0.04411588822021162
ChEMBL-hERG-Ki,PDV,quantile,0.7,0.7358241758241758,0.6697802197802197,0.9934859255198197,0.023989553679823056
ChEMBL-hERG-Ki,PDV,quantile,0.8,0.7907692307692308,0.7384615384615385,0.961985657133562,-0.06696314829860671
ChEMBL-hERG-Ki,PDV,quantile,0.9,0.8175824175824176,0.771978021978022,1.0721234966454412,-0.017512102401103243
ChEMBL-hERG-Ki,PDV,quantile,1.0,0.6571428571428571,0.5714285714285714,0.9280836065527933,-0.08380775692389027
ChEMBL-hERG-Ki,PDV,threshold,0.0,0.7674725274725275,0.7093406593406593,0.9502428348729771,0.037153336984199904
ChEMBL-hERG-Ki,PDV,threshold,0.1,0.694945054945055,0.6186813186813186,0.9445896384142076,0.06175262409078357
ChEMBL-hERG-Ki,PDV,threshold,0.2,0.745934065934066,0.6824175824175824,0.8977374491301527,0.08211752498671067
ChEMBL-hERG-Ki,PDV,threshold,0.3,0.7718681318681319,0.7148351648351648,0.9746126983393006,-0.03404594646517076
ChEMBL-hERG-Ki,PDV,threshold,0.4,0.7547252747252747,0.6934065934065934,0.8715433317276725,-0.014668012390446569
ChEMBL-hERG-Ki,PDV,threshold,0.5,0.7428571428571429,0.6785714285714286,0.8538285856175202,-0.061909481790976995
ChEMBL-hERG-Ki,PDV,threshold,0.6,0.6281318681318682,0.535164835164835,0.7610229901537137,-0.057293734996894274
ChEMBL-hERG-Ki,PDV,threshold,0.7,0.6316483516483516,0.5395604395604395,0.9834862875495105,-0.18520701311221335
ChEMBL-hERG-Ki,PDV,threshold,0.8,0.6316483516483516,0.5395604395604396,0.8344423805400205,-0.3018333920919069
ChEMBL-hERG-Ki,PDV,threshold,0.9,0.4175824175824176,0.27197802197802196,0.7682335023945359,-0.32571500666547176
ChEMBL-hERG-Ki,PDV,threshold,1.0,0.4936263736263736,0.367032967032967,0.878514742252846,-0.34085143647683325
ChEMBL-hERG-Ki,PDV,valprop,0.0,0.7252747252747253,0.6565934065934066,0.9276545310616632,0.05183237074118945
ChEMBL-hERG-Ki,PDV,valprop,0.1,0.7648351648351648,0.706043956043956,0.9124528783060273,0.03508452665466819
ChEMBL-hERG-Ki,PDV,valprop,0.2,0.7243956043956044,0.6554945054945055,0.913394095141877,0.011687780065651798
ChEMBL-hERG-Ki,PDV,valprop,0.3,0.6773626373626374,0.5967032967032967,0.9326969899268202,-0.05699976879864027
ChEMBL-hERG-Ki,PDV,valprop,0.4,0.7116483516483516,0.6395604395604396,0.8541611843169281,-0.07323772548125616
ChEMBL-hERG-Ki,PDV,valprop,0.5,0.752087912087912,0.6901098901098901,0.8117791231899062,-0.07151560883041079
ChEMBL-hERG-Ki,PDV,valprop,0.6,0.6430769230769231,0.5538461538461539,0.841541333299077,-0.07640663615824857
ChEMBL-hERG-Ki,PDV,valprop,0.7,0.6782417582417583,0.5978021978021977,0.8771219813196783,-0.1256528976734865
ChEMBL-hERG-Ki,PDV,valprop,0.8,0.5758241758241758,0.4697802197802198,0.7869535421379378,-0.16602288003710314
