sigma,r2,rmse,mae,spearman,model,rep,strategy,fold,dataset
0.0,0.44040720251303833,0.6908252604177918,0.49618058533145626,0.6851459132702232,NGBoost,ECFP4,legacy,0,ChEMBL-hERG-Ki
0.5,0.38415984689720917,0.7247131675728649,0.5540569765478295,0.6390777515058784,NGBoost,ECFP4,legacy,0,ChEMBL-hERG-Ki
1.0,0.31092151824132996,0.7665959058027729,0.5865566298425592,0.5895417037848337,NGBoost,ECFP4,legacy,0,ChEMBL-hERG-Ki
0.0,0.4390240025693858,0.6916785234628904,0.497030731224229,0.6824008265242129,NGBoost,ECFP4,outlier,0,ChEMBL-hERG-Ki
0.5,0.4062964100206943,0.7115689498683826,0.5117413897254389,0.6781222170787654,NGBoost,ECFP4,outlier,0,ChEMBL-hERG-Ki
1.0,0.3523733604821806,0.7431808386374273,0.5314744789790908,0.6064801052475903,NGBoost,ECFP4,outlier,0,ChEMBL-hERG-Ki
