Strategy,WeibullB_Model_η²,WeibullB_Rep_η²,WeibullB_Interaction_η²,WeibullB_Residual_η²,n
Gaussian,2.855388840401549,0.9117991449051992,6.278923281336408,89.95388873335683,328
Value-Prop.,12.767147638531991,2.833731659365095,21.070402674789953,63.32871802731296,330
Quantile,9.732860764742465,3.1932639545684345,16.96553054788897,70.10834473280013,336
Threshold,18.590636558841382,3.534319267320924,11.683326541997129,66.19171763184056,341
Heteroscedastic,0.7276537536116731,0.9598689476070674,6.679231517362514,91.63324578141874,334
Outlier,3.8605972700069784,1.7363093621727836,19.54859596458471,74.85449740323553,340
