Strategy,Rep,Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
Quantile,pdv,NGBoost,0.15334661918239317,0.4022401527832333,0.16602137481035256,0.7619090909090909,0.9442727272727273,0.5804371934262981,0.5804371934262981,,-0.049918103234698134,1000,0.1311750168016389,1000,0.1548133474485827,1000
Quantile,pdv,GP,0.20130327846894328,0.3167499933018435,0.2937226808359439,0.8238181818181818,0.9535454545454546,0.6575420463061447,1.4234319278267302,0.6575420463061447,-0.20893941680088352,1000,0.06284106834098489,1000,0.06837477288735747,1000
Quantile,pdv,BNN-β,0.1185237728701097,0.24971464155490408,0.2719276073880413,0.7954545454545454,0.9400818181818181,0.6513236369803999,,,0.1067567738297653,10000,0.04426480825062133,10000,0.06141189954574115,10000
Quantile,pdv,BNN-α,0.10999315810355106,0.26035497393724816,0.2258525999202271,0.7856454545454545,0.9410818181818181,0.6189753919529091,,0.6189753919529091,0.0679034483031356,10000,0.02390089729853251,10000,0.050855842057472046,10000
Quantile,pdv,VBLL-β,0.09692785210503355,0.20499574660365935,0.2558617923625485,0.7901481481481482,0.9383518518518519,0.645630351073537,0.5485851976851851,0.645630351073537,0.09666457760447031,10000,0.011925406244898675,10000,0.022980191689579904,10000
Quantile,pdv,VBLL-α,0.07725233328051541,0.3229280448556052,0.19350136906985474,0.7765779816513761,0.9387064220183486,0.6083967251021102,0.5957692768807339,0.6083967251021102,0.10570361027645743,10000,0.02833009453663508,10000,0.04550372981815335,9000
Quantile,continuous_pdv,BNN-β,0.227098880997366,0.41270139164280656,0.24348298646556585,0.7882727272727272,0.9422727272727273,0.6038047785341818,,0.6038047785341818,0.011905422191824234,1000,0.16901161301161302,1000,0.20723301923301926,1000
Quantile,continuous_pdv,BNN-α,0.19688854093323563,0.4020175264669324,0.2861510160382913,0.8031818181818182,0.948,0.6410214818352727,,0.6410214818352727,-0.03514289341037812,1000,0.16862220062220062,1000,0.12955078555078556,1000
Quantile,continuous_pdv,QRF,0.30329943949210697,0.1722197073732753,0.1286071481745466,0.7107272727272728,0.9169090909090909,0.45643031999655714,0.45643031999655714,,-0.08619497706134804,1000,0.1496896015274961,1000,0.18067770609803735,1000
Quantile,continuous_pdv,VBLL-α,0.14728711181244744,0.28393127509516775,0.2800212630974933,0.7931818181818182,0.9490909090909091,0.7170406725227273,0.6298760163636363,0.7170406725227273,0.22114832937352308,1000,0.0870954990954991,1000,0.19104983904983908,1000
Quantile,continuous_pdv,NGBoost,0.22111980194516545,0.4410992332104054,0.18513767653811175,0.7684,0.9466,0.5815184061874493,0.5815184061874493,,0.01834711897837944,1000,,0,0.2413276088027699,1000
Quantile,continuous_pdv,VBLL-β,0.19419181694742513,0.3873093785069528,0.24261189389736237,0.778090909090909,0.9479090909090909,0.6544706022372727,0.6098083554545455,0.6544706022372727,0.055511674799752754,1000,0.12055240855240858,1000,0.15774649374649374,1000
Quantile,mhggnn,BNN-β,0.00041580247842093,0.0023286971725231245,0.6131825928231481,0.42361818181818184,0.6866363636363636,0.9215516162475453,,,-0.0005581956112848848,10000,-0.006236225858045147,10000,-0.0017827007173832272,10000
Quantile,mhggnn,BNN-α,0.010438306343941774,0.02447965193884231,0.49698958405118354,0.3437909090909091,0.5929454545454546,0.6201840655163635,,0.6201840655163635,-0.002365593399112181,10000,0.05021084554838897,10000,0.052160528654477144,10000
