Strategy,Perf_Model_η²,Perf_Rep_η²,Perf_Interaction_η²,Perf_Residual_η²,Robust_Model_η²,Robust_Rep_η²,Robust_Interaction_η²,Robust_Residual_η²
Outlier,25.257779309995993,22.024784716264282,49.23206289245116,3.4853730812885684,10.289836163649658,0.2168780870314226,5.858068195230011,83.63521755408891
Value-Prop.,27.76198248882743,21.985342152580508,46.48667836919751,3.7659969893945524,52.53935728181356,6.0036813625060415,19.89704468049981,21.55991667518059
Gaussian,24.635317156986606,22.798303861385865,48.08428610923218,4.482092872395339,43.769890007895874,5.152642530597062,16.924509636498726,34.15295782500834
Heteroscedastic,27.88407802058268,23.496389511480896,46.165116923031555,2.4544155449048746,13.991522179447857,0.6829419118894293,7.95015168654737,77.37538422211534
Quantile,25.129557439891315,22.382385859624392,46.88932150331393,5.598735197170364,36.785183901441926,4.4168786858237326,15.101910142690292,43.69602727004405
Threshold,25.009933295150955,21.172835843938806,48.03391795045448,5.783312910455763,54.67893401947117,7.893999535665627,22.57789545405496,14.849170990808243
