Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
BNN-β,0.1805779840213626,0.36961727313188897,0.160237921293126,0.7130181818181818,0.9481363636363637,0.6611350723077272,,,0.05161462676652547,10000,0.0021585082956109853,10000,3.6738876367719414e-05,10000
BNN-α,0.15797039477050576,0.317770846394296,0.1747687393712178,0.7239181818181818,0.9489727272727273,0.6684848210655091,,0.6684848210655091,0.05879298810173024,10000,-0.019620734530501657,10000,-0.005509218889240938,10000
VBLL-β,0.10298850645939232,0.2508857680676655,0.2324588974629096,0.7311545454545455,0.9475636363636364,0.7456141866411818,0.6670958937272726,0.7456141866411818,0.09898326124387276,10000,-0.008345505539480092,10000,-0.0030336627784094358,10000
VBLL-α,0.09660719632514259,0.24229713999199415,0.19471257795133554,0.7095454545454546,0.9515,0.7568597092700001,0.7270307558181819,0.7568597092700001,0.1708745952664495,10000,-0.00038749242988306157,10000,0.0002959401209656159,10000
