Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
VBLL-β,0.1517262580119137,-0.0250433362856551,23.863978261930963,0.44835454545454545,0.5796545454545454,24.099843087596913,0.8426672664545455,24.099843087596913,0.00281184228722768,10000,0.0025688799930673623,10000,-0.019505865391224633,10000
VBLL-α,0.06799419903680148,0.03049158546502659,10.76905739375604,0.37412844036697246,0.4852935779816514,10.784028155022582,0.9249816287155965,10.784028155022582,0.00881411872725333,9000,0.005055153694502025,10000,-0.01840024324416705,10000
BNN-β,0.015226876531627154,-0.04886597577034683,1.3331212196259608,0.5063265306122449,0.7642755102040817,1.793844536789214,,,0.004110486849052072,10000,-0.0031372896489144392,7000,0.005176440825503499,10000
BNN-α,0.012341599049646032,-0.0021162111896102544,0.40383339371289706,0.4056831683168317,0.6917029702970297,0.7116504930620793,,0.7116504930620793,0.007419252822844699,10000,-0.014425638232941263,9000,-0.014157284781967355,6000
