dataset,model,rep,strategy,baseline_r2,baseline_r2_std,baseline_rmse,auc_norm,weibull_tau,weibull_beta,retention_0.5,retention_1.0
t4,GP,PDV,valprop,-23.740696761394975,4.390819644952364,5.671301394621042,,,,,
