dataset,model,rep,strategy,ratio,n,mad_matched,mad_nominal
ChEMBL-hERG-Ki,MLP,SNS,hetero,0.6207131428072957,11,0.01951820347125814,0.04565733836891172
ChEMBL-hERG-Ki,MLP-BNN-Full,SNS,valprop,1.2860976219548341,8,0.06576112244810295,0.06879842920347817
ChEMBL-hERG-Ki,MLP-BNN-Full,SNS,quantile,0.9970486482951261,11,0.04515103838721797,0.04569434566117019
ChEMBL-hERG-Ki,MLP-BNN-Full,SNS,threshold,2.0,6,0.05448670958984273,0.04012625787363314
ChEMBL-hERG-Ki,MLP-BNN-Full,SNS,outlier,0.6743404053830346,11,0.046148969080102464,0.062127783049566766
ChEMBL-hERG-Ki,MLP-BNN-Full,SNS,hetero,0.6207131428072957,11,0.04125202685896087,0.06606336444997352
ChEMBL-hERG-Ki,MLP-VBLL-Full,ECFP4,valprop,1.2860976219548341,8,0.12724444955623782,0.1629882870952031
ChEMBL-hERG-Ki,MLP-VBLL-Full,ECFP4,quantile,0.9970486482951261,11,0.019218726421925226,0.019651636689159705
ChEMBL-hERG-Ki,MLP-VBLL-Full,ECFP4,threshold,2.0,6,0.012148773103054247,0.06599997549433838
ChEMBL-hERG-Ki,MLP-VBLL-Full,ECFP4,outlier,0.6743404053830346,11,0.027532560788124685,0.033376912011441204
ChEMBL-hERG-Ki,MLP-VBLL-Full,ECFP4,hetero,0.6207131428072957,11,0.012884646032545249,0.055120906454001736
ChEMBL-hERG-Ki,MLP-VBLL-Full,SNS,valprop,1.2860976219548341,8,0.13425480435565415,0.16459689900527605
ChEMBL-hERG-Ki,MLP-VBLL-Full,SNS,quantile,0.9970486482951261,11,0.023840055589553343,0.024121633312001168
ChEMBL-hERG-Ki,MLP-VBLL-Full,SNS,threshold,2.0,6,0.05239722941620928,0.07755275137494376
ChEMBL-hERG-Ki,MLP-VBLL-Full,SNS,outlier,0.6743404053830346,11,0.03020004834082609,0.025324914463493022
ChEMBL-hERG-Ki,MLP-VBLL-Full,SNS,hetero,0.6207131428072957,11,0.018545399093067707,0.053270192602041216
ChEMBL-hERG-Ki,NGBoost,ECFP4,valprop,1.2860976219548341,8,0.05133945205418088,0.06706041304469629
ChEMBL-hERG-Ki,NGBoost,ECFP4,quantile,0.9970486482951261,11,0.031498693732762616,0.031269308237243075
ChEMBL-hERG-Ki,NGBoost,ECFP4,threshold,2.0,6,0.010901759301707762,0.028682872157102884
ChEMBL-hERG-Ki,NGBoost,ECFP4,outlier,0.6743404053830346,11,0.03791033882436517,0.015977168173585445
ChEMBL-hERG-Ki,NGBoost,ECFP4,hetero,0.6207131428072957,11,0.01249715513623766,0.023418057886651224
ChEMBL-hERG-Ki,NGBoost,MHG-GNN-pretrained,valprop,1.2860976219548341,8,0.0834101144516893,0.09810733094524576
ChEMBL-hERG-Ki,NGBoost,MHG-GNN-pretrained,quantile,0.9970486482951261,11,0.038042986797591764,0.03784600419475909
ChEMBL-hERG-Ki,NGBoost,MHG-GNN-pretrained,threshold,2.0,6,0.010153163256330838,0.033267376462110775
ChEMBL-hERG-Ki,NGBoost,MHG-GNN-pretrained,outlier,0.6743404053830346,11,0.0381101930549029,0.016224325941672314
ChEMBL-hERG-Ki,NGBoost,MHG-GNN-pretrained,hetero,0.6207131428072957,11,0.007827008515018608,0.02309724195558891
ChEMBL-hERG-Ki,NGBoost,PDV,valprop,1.2860976219548341,8,0.04916639017705258,0.06270303097874962
ChEMBL-hERG-Ki,NGBoost,PDV,quantile,0.9970486482951261,11,0.020286887351604964,0.020565914430588063
ChEMBL-hERG-Ki,NGBoost,PDV,threshold,2.0,6,0.01166435038150306,0.023170039503750888
ChEMBL-hERG-Ki,NGBoost,PDV,outlier,0.6743404053830346,11,0.053700946303713255,0.03429758131060378
ChEMBL-hERG-Ki,NGBoost,PDV,hetero,0.6207131428072957,11,0.010473648636951676,0.020868469916049036
ChEMBL-hERG-Ki,NGBoost,SNS,valprop,1.2860976219548341,8,0.05102819519515925,0.06299061936757706
ChEMBL-hERG-Ki,NGBoost,SNS,quantile,0.9970486482951261,11,0.04720592163550757,0.046990422984700644
ChEMBL-hERG-Ki,NGBoost,SNS,threshold,2.0,6,0.01881889190279683,0.022088491670960452
ChEMBL-hERG-Ki,NGBoost,SNS,outlier,0.6743404053830346,11,0.0598032341792663,0.04342957417799992
ChEMBL-hERG-Ki,NGBoost,SNS,hetero,0.6207131428072957,11,0.00798002098029295,0.01888717146204004
ChEMBL-hERG-Ki,QRF,ECFP4,valprop,1.2860976219548341,8,0.16597269176953522,0.2007767245758221
ChEMBL-hERG-Ki,QRF,ECFP4,quantile,0.9970486482951261,11,0.033925640039104095,0.03429802605673929
ChEMBL-hERG-Ki,QRF,ECFP4,threshold,2.0,6,0.009496434636111356,0.07506947404741875
ChEMBL-hERG-Ki,QRF,ECFP4,outlier,0.6743404053830346,11,0.02716725830793174,0.04485686507875811
ChEMBL-hERG-Ki,QRF,ECFP4,hetero,0.6207131428072957,11,0.01168520003883522,0.06433614870290044
ChEMBL-hERG-Ki,QRF,MHG-GNN-pretrained,valprop,1.2860976219548341,8,0.12893597664784723,0.15415134590220228
ChEMBL-hERG-Ki,QRF,MHG-GNN-pretrained,quantile,0.9970486482951261,11,0.018258395095148868,0.01842096693244547
ChEMBL-hERG-Ki,QRF,MHG-GNN-pretrained,threshold,2.0,6,0.01479511674552352,0.06383704145142866
ChEMBL-hERG-Ki,QRF,MHG-GNN-pretrained,outlier,0.6743404053830346,11,0.04881439448678723,0.05069251457523676
ChEMBL-hERG-Ki,QRF,MHG-GNN-pretrained,hetero,0.6207131428072957,11,0.008588945680772812,0.052193394275814514
ChEMBL-hERG-Ki,QRF,PDV,valprop,1.2860976219548341,8,0.12198726696408693,0.14640051030670276
ChEMBL-hERG-Ki,QRF,PDV,quantile,0.9970486482951261,11,0.01421381033699165,0.01446700109513452
ChEMBL-hERG-Ki,QRF,PDV,threshold,2.0,6,0.030837465833267918,0.06669212899208936
ChEMBL-hERG-Ki,QRF,PDV,outlier,0.6743404053830346,11,0.01206554000782677,0.028306270087798905
ChEMBL-hERG-Ki,QRF,PDV,hetero,0.6207131428072957,11,0.009215840424604847,0.04213882800991778
ChEMBL-hERG-Ki,QRF,SNS,valprop,1.2860976219548341,8,0.19391817447819298,0.23673270866020948
ChEMBL-hERG-Ki,QRF,SNS,quantile,0.9970486482951261,11,0.04233511384371594,0.042743683386829795
ChEMBL-hERG-Ki,QRF,SNS,threshold,2.0,6,0.012281316885811175,0.1013272081666261
ChEMBL-hERG-Ki,QRF,SNS,outlier,0.6743404053830346,11,0.0351880409452181,0.062229594590480365
ChEMBL-hERG-Ki,QRF,SNS,hetero,0.6207131428072957,11,0.011037873691132561,0.06764963155191107
ChEMBL-hERG-Ki,RF,ECFP4,valprop,1.2860976219548341,8,0.09348883239766337,0.11649065007258196
ChEMBL-hERG-Ki,RF,ECFP4,quantile,0.9970486482951261,11,0.030882061870089936,0.030671282642525357
ChEMBL-hERG-Ki,RF,ECFP4,threshold,2.0,6,0.01073169215973572,0.045609983056862625
ChEMBL-hERG-Ki,RF,ECFP4,outlier,0.6743404053830346,11,0.030870555829484923,0.027987236492281894
ChEMBL-hERG-Ki,RF,ECFP4,hetero,0.6207131428072957,11,0.009526430745295765,0.03686533300812807
ChEMBL-hERG-Ki,RF,MHG-GNN-pretrained,valprop,1.2860976219548341,8,0.07204583666158325,0.08946569005192408
ChEMBL-hERG-Ki,RF,MHG-GNN-pretrained,quantile,0.9970486482951261,11,0.013214175107409158,0.013066380243521202
ChEMBL-hERG-Ki,RF,MHG-GNN-pretrained,threshold,2.0,6,0.012842209742394325,0.0352704925637756
ChEMBL-hERG-Ki,RF,MHG-GNN-pretrained,outlier,0.6743404053830346,11,0.016716698551789463,0.016339173265718696
ChEMBL-hERG-Ki,RF,MHG-GNN-pretrained,hetero,0.6207131428072957,11,0.004553180258387665,0.028581416956559524
ChEMBL-hERG-Ki,RF,PDV,valprop,1.2860976219548341,8,0.0694212472339738,0.08882585367938038
ChEMBL-hERG-Ki,RF,PDV,quantile,0.9970486482951261,11,0.017989781250959704,0.017846351942644542
ChEMBL-hERG-Ki,RF,PDV,threshold,2.0,6,0.0154474362139476,0.03698451013533696
ChEMBL-hERG-Ki,RF,PDV,outlier,0.6743404053830346,11,0.02821236000760243,0.014995583615848488
ChEMBL-hERG-Ki,RF,PDV,hetero,0.6207131428072957,11,0.0076614690560413345,0.028224665670762927
ChEMBL-hERG-Ki,RF,SNS,valprop,1.2860976219548341,8,0.10411736558804219,0.12809746584413464
ChEMBL-hERG-Ki,RF,SNS,quantile,0.9970486482951261,11,0.023488884096512043,0.02325508769008826
ChEMBL-hERG-Ki,RF,SNS,threshold,2.0,6,0.01679687762000066,0.04921557713164912
ChEMBL-hERG-Ki,RF,SNS,outlier,0.6743404053830346,11,0.03737308763917559,0.02404092900253987
ChEMBL-hERG-Ki,RF,SNS,hetero,0.6207131428072957,11,0.013668317836690773,0.040985405369055435
ChEMBL-hERG-Ki,SVM,ECFP4,valprop,1.2860976219548341,8,0.057802042091291334,0.0748940407079875
ChEMBL-hERG-Ki,SVM,ECFP4,quantile,0.9970486482951261,11,0.007444025968347004,0.007509409799960332
ChEMBL-hERG-Ki,SVM,ECFP4,threshold,2.0,6,0.008673341546575517,0.03055197237531097
ChEMBL-hERG-Ki,SVM,ECFP4,outlier,0.6743404053830346,11,0.012982187592646173,0.01866268242412823
ChEMBL-hERG-Ki,SVM,ECFP4,hetero,0.6207131428072957,11,0.009185337910732201,0.023310081204088274
ChEMBL-hERG-Ki,SVM,MHG-GNN-pretrained,valprop,1.2860976219548341,8,0.06363179662963935,0.07973241192214368
ChEMBL-hERG-Ki,SVM,MHG-GNN-pretrained,quantile,0.9970486482951261,11,0.022634255227003318,0.022833346780424882
ChEMBL-hERG-Ki,SVM,MHG-GNN-pretrained,threshold,2.0,6,0.008984616182932642,0.03497181721751357
ChEMBL-hERG-Ki,SVM,MHG-GNN-pretrained,outlier,0.6743404053830346,11,0.00909034177107727,0.02964236864628291
ChEMBL-hERG-Ki,SVM,MHG-GNN-pretrained,hetero,0.6207131428072957,11,0.008220513111263079,0.02553276914365087
ChEMBL-hERG-Ki,SVM,PDV,valprop,1.2860976219548341,8,0.06874224472701233,0.08237507364902025
ChEMBL-hERG-Ki,SVM,PDV,quantile,0.9970486482951261,11,0.016369868301322265,0.016455559005851165
ChEMBL-hERG-Ki,SVM,PDV,threshold,2.0,6,0.015579916086214174,0.03977840776994806
ChEMBL-hERG-Ki,SVM,PDV,outlier,0.6743404053830346,11,0.007981427742676052,0.025355279402700704
ChEMBL-hERG-Ki,SVM,PDV,hetero,0.6207131428072957,11,0.005673050512982503,0.02656995747583331
ChEMBL-hERG-Ki,SVM,SNS,valprop,1.2860976219548341,8,0.07075125633401193,0.08386035541455808
ChEMBL-hERG-Ki,SVM,SNS,quantile,0.9970486482951261,11,0.013356005188801756,0.013490222506919199
ChEMBL-hERG-Ki,SVM,SNS,threshold,2.0,6,0.014226343544652473,0.04050536413545084
ChEMBL-hERG-Ki,SVM,SNS,outlier,0.6743404053830346,11,0.012087369050572278,0.031426533488634695
ChEMBL-hERG-Ki,SVM,SNS,hetero,0.6207131428072957,11,0.0054049824109545916,0.027270338257989822
ChEMBL-hERG-Ki,VBLL-Full,ECFP4,valprop,1.2860976219548341,8,0.05870723666596548,0.07360689449801706
ChEMBL-hERG-Ki,VBLL-Full,ECFP4,quantile,0.9970486482951261,11,0.03326012045698539,0.03321324598375658
ChEMBL-hERG-Ki,VBLL-Full,ECFP4,threshold,2.0,6,0.017959091510226205,0.033826031838362414
ChEMBL-hERG-Ki,VBLL-Full,ECFP4,outlier,0.6743404053830346,11,0.04682988861578767,0.03126818021736354
ChEMBL-hERG-Ki,VBLL-Full,ECFP4,hetero,0.6207131428072957,11,0.01584421046053521,0.024217324819648025
ChEMBL-hERG-Ki,VBLL-Full,SNS,valprop,1.2860976219548341,8,0.04832869079706083,0.06990346215660326
ChEMBL-hERG-Ki,VBLL-Full,SNS,quantile,0.9970486482951261,11,0.026595847838398544,0.02645188946507375
ChEMBL-hERG-Ki,VBLL-Full,SNS,threshold,2.0,6,0.02644398142437902,0.0458687589993104
ChEMBL-hERG-Ki,VBLL-Full,SNS,outlier,0.6743404053830346,11,0.04326402413874107,0.01683203228426351
ChEMBL-hERG-Ki,VBLL-Full,SNS,hetero,0.6207131428072957,11,0.013259864811497995,0.026673903211033537
ChEMBL-hERG-Ki,XGBoost,ECFP4,valprop,1.2860976219548341,8,0.2736414494077396,0.33043786381142565
ChEMBL-hERG-Ki,XGBoost,ECFP4,quantile,0.9970486482951261,11,0.02812874580715495,0.027437604545841942
ChEMBL-hERG-Ki,XGBoost,ECFP4,threshold,2.0,6,0.02313035814493422,0.12341268174923448
ChEMBL-hERG-Ki,XGBoost,ECFP4,outlier,0.6743404053830346,11,0.04780524947966113,0.05052841702381616
ChEMBL-hERG-Ki,XGBoost,ECFP4,hetero,0.6207131428072957,11,0.01119706019427588,0.09935396093784211
ChEMBL-hERG-Ki,XGBoost,MHG-GNN-pretrained,valprop,1.2860976219548341,8,0.20519059971864242,0.24771357202209068
ChEMBL-hERG-Ki,XGBoost,MHG-GNN-pretrained,quantile,0.9970486482951261,11,0.05503994377322355,0.05492786796237585
ChEMBL-hERG-Ki,XGBoost,MHG-GNN-pretrained,threshold,2.0,6,0.03039080900355631,0.10299923139255811
ChEMBL-hERG-Ki,XGBoost,MHG-GNN-pretrained,outlier,0.6743404053830346,11,0.045923703477883354,0.04940281062544316
ChEMBL-hERG-Ki,XGBoost,MHG-GNN-pretrained,hetero,0.6207131428072957,11,0.025069928982184398,0.09042520888980486
ChEMBL-hERG-Ki,XGBoost,PDV,valprop,1.2860976219548341,8,0.22338978424546804,0.2622255326945374
ChEMBL-hERG-Ki,XGBoost,PDV,quantile,0.9970486482951261,11,0.03863747104321356,0.03819115592861971
ChEMBL-hERG-Ki,XGBoost,PDV,threshold,2.0,6,0.018574797852832944,0.08782313494710425
ChEMBL-hERG-Ki,XGBoost,PDV,outlier,0.6743404053830346,11,0.05054314606240366,0.05326774790610151
ChEMBL-hERG-Ki,XGBoost,PDV,hetero,0.6207131428072957,11,0.017008697453356217,0.07854914243458344
ChEMBL-hERG-Ki,XGBoost,SNS,valprop,1.2860976219548341,8,0.23045740952127358,0.30357231411724284
ChEMBL-hERG-Ki,XGBoost,SNS,quantile,0.9970486482951261,11,0.03586233808980088,0.03653086486577618
ChEMBL-hERG-Ki,XGBoost,SNS,threshold,2.0,6,0.04408045356585608,0.14129487100439161
ChEMBL-hERG-Ki,XGBoost,SNS,outlier,0.6743404053830346,11,0.05295456901986007,0.08556667637180843
ChEMBL-hERG-Ki,XGBoost,SNS,hetero,0.6207131428072957,11,0.029929189931371034,0.1100719450306316
OpenADMET-Caco2_Efflux,BNN-Full,PDV,valprop,1.0176820226376952,10,0.014780650374203308,0.014834940186046346
OpenADMET-Caco2_Efflux,BNN-Full,PDV,quantile,0.9058450742113295,11,0.03495989906805316,0.032210225676584096
OpenADMET-Caco2_Efflux,BNN-Full,PDV,threshold,0.6143509722263227,11,0.037151096581155674,0.04481872957667333
OpenADMET-Caco2_Efflux,BNN-Full,PDV,outlier,0.7642612944784348,11,0.0296452294294654,0.03472458815734955
OpenADMET-Caco2_Efflux,BNN-Full,PDV,hetero,0.3427679929691543,11,0.022991111505993464,0.08071418082264768
OpenADMET-Caco2_Efflux,DNN,ECFP4,valprop,1.0176820226376952,10,0.02263918088208874,0.022381707745171193
OpenADMET-Caco2_Efflux,DNN,ECFP4,quantile,0.9058450742113295,11,0.02588905904787425,0.035810556280132806
OpenADMET-Caco2_Efflux,DNN,ECFP4,threshold,0.6143509722263227,11,0.018396305151697958,0.06054925874032294
OpenADMET-Caco2_Efflux,DNN,ECFP4,outlier,0.7642612944784348,11,0.030040883844275713,0.05799464426656553
OpenADMET-Caco2_Efflux,DNN,ECFP4,hetero,0.3427679929691543,11,0.015874359653990956,0.0807789612261387
OpenADMET-Caco2_Efflux,DNN,PDV,valprop,1.0176820226376952,10,0.019489495129694945,0.021879440875583578
OpenADMET-Caco2_Efflux,DNN,PDV,quantile,0.9058450742113295,11,0.014597104474313127,0.02152129787496934
OpenADMET-Caco2_Efflux,DNN,PDV,threshold,0.6143509722263227,11,0.022630060056157152,0.03478725983848057
OpenADMET-Caco2_Efflux,DNN,PDV,outlier,0.7642612944784348,11,0.022472131818429667,0.02837001708587084
OpenADMET-Caco2_Efflux,DNN,PDV,hetero,0.3427679929691543,11,0.00878521856312611,0.08281039682404284
OpenADMET-Caco2_Efflux,DNN,SNS,valprop,1.0176820226376952,10,0.01651134351605805,0.01678037193493449
OpenADMET-Caco2_Efflux,DNN,SNS,quantile,0.9058450742113295,11,0.02472468831411243,0.03846587943248735
OpenADMET-Caco2_Efflux,DNN,SNS,threshold,0.6143509722263227,11,0.028994116821725167,0.06144286279724465
OpenADMET-Caco2_Efflux,DNN,SNS,outlier,0.7642612944784348,11,0.031078154582730624,0.0541569551005897
OpenADMET-Caco2_Efflux,DNN,SNS,hetero,0.3427679929691543,11,0.01341700312030427,0.09430361878035666
OpenADMET-Caco2_Efflux,GP,PDV,valprop,1.0176820226376952,10,0.00536443580128228,0.006809490791125183
OpenADMET-Caco2_Efflux,GP,PDV,quantile,0.9058450742113295,11,0.011012996049648414,0.011891671889439707
OpenADMET-Caco2_Efflux,GP,PDV,threshold,0.6143509722263227,11,0.025234993829128097,0.01611922847329432
OpenADMET-Caco2_Efflux,GP,PDV,outlier,0.7642612944784348,11,0.05275287590744471,0.03338167864493511
OpenADMET-Caco2_Efflux,GP,PDV,hetero,0.3427679929691543,11,0.00825345220132549,0.06823428782643172
OpenADMET-Caco2_Efflux,LightGBM,ECFP4,valprop,1.0176820226376952,10,0.025603970424970514,0.03507507756416628
OpenADMET-Caco2_Efflux,LightGBM,ECFP4,quantile,0.9058450742113295,11,0.02973346740897426,0.051564049326904664
OpenADMET-Caco2_Efflux,LightGBM,ECFP4,threshold,0.6143509722263227,11,0.019487649391946485,0.1862740368313352
OpenADMET-Caco2_Efflux,LightGBM,ECFP4,outlier,0.7642612944784348,11,0.026636604533529017,0.12422888751256028
OpenADMET-Caco2_Efflux,LightGBM,ECFP4,hetero,0.3427679929691543,11,0.016337787973664183,0.27720698661214965
OpenADMET-Caco2_Efflux,LightGBM,MHG-GNN-pretrained,valprop,1.0176820226376952,10,0.02509981486152386,0.03640031893396463
OpenADMET-Caco2_Efflux,LightGBM,MHG-GNN-pretrained,quantile,0.9058450742113295,11,0.016650468616413287,0.0671289676593524
OpenADMET-Caco2_Efflux,LightGBM,MHG-GNN-pretrained,threshold,0.6143509722263227,11,0.02778249071030756,0.21062105503000497
OpenADMET-Caco2_Efflux,LightGBM,MHG-GNN-pretrained,outlier,0.7642612944784348,11,0.05587340678934905,0.11822743173925408
OpenADMET-Caco2_Efflux,LightGBM,MHG-GNN-pretrained,hetero,0.3427679929691543,11,0.005894022035078151,0.3472089066329282
OpenADMET-Caco2_Efflux,LightGBM,PDV,valprop,1.0176820226376952,10,0.026934128566679878,0.03817202123096627
OpenADMET-Caco2_Efflux,LightGBM,PDV,quantile,0.9058450742113295,11,0.03278385133032971,0.059848480355138144
OpenADMET-Caco2_Efflux,LightGBM,PDV,threshold,0.6143509722263227,11,0.03207465618492642,0.1987312818913819
OpenADMET-Caco2_Efflux,LightGBM,PDV,outlier,0.7642612944784348,11,0.05236446827044691,0.12079072144836499
OpenADMET-Caco2_Efflux,LightGBM,PDV,hetero,0.3427679929691543,11,0.012493803981185275,0.33010928156742503
OpenADMET-Caco2_Efflux,LightGBM,SNS,valprop,1.0176820226376952,10,0.01701334558012459,0.025755197376613116
OpenADMET-Caco2_Efflux,LightGBM,SNS,quantile,0.9058450742113295,11,0.05079281638766042,0.07760928442345226
OpenADMET-Caco2_Efflux,LightGBM,SNS,threshold,0.6143509722263227,11,0.033380971436565106,0.2154445690878247
OpenADMET-Caco2_Efflux,LightGBM,SNS,outlier,0.7642612944784348,11,0.046095652075127086,0.14975494587889368
OpenADMET-Caco2_Efflux,LightGBM,SNS,hetero,0.3427679929691543,11,0.009614504807151454,0.30664284283477033
OpenADMET-Caco2_Efflux,MLP,ECFP4,valprop,1.0176820226376952,10,0.020461259017859897,0.021912730450738924
OpenADMET-Caco2_Efflux,MLP,ECFP4,quantile,0.9058450742113295,11,0.025505440883237685,0.03242620783609759
OpenADMET-Caco2_Efflux,MLP,ECFP4,threshold,0.6143509722263227,11,0.014760098979017255,0.05322247611840352
OpenADMET-Caco2_Efflux,MLP,ECFP4,outlier,0.7642612944784348,11,0.03280983436660927,0.05205486715502922
OpenADMET-Caco2_Efflux,MLP,ECFP4,hetero,0.3427679929691543,11,0.016155529426864556,0.07960697912392603
OpenADMET-Caco2_Efflux,MLP,PDV,valprop,1.0176820226376952,10,0.008398710795970477,0.00934795259820383
OpenADMET-Caco2_Efflux,MLP,PDV,quantile,0.9058450742113295,11,0.010562398864205085,0.014739202904800942
OpenADMET-Caco2_Efflux,MLP,PDV,threshold,0.6143509722263227,11,0.012253017751301358,0.03417381740258097
OpenADMET-Caco2_Efflux,MLP,PDV,outlier,0.7642612944784348,11,0.012925733755157078,0.01985981903296351
OpenADMET-Caco2_Efflux,MLP,PDV,hetero,0.3427679929691543,11,0.017560149250471745,0.0625636531895101
OpenADMET-Caco2_Efflux,MLP,SNS,valprop,1.0176820226376952,10,0.019190863537673585,0.022795319875551397
OpenADMET-Caco2_Efflux,MLP,SNS,quantile,0.9058450742113295,11,0.01914152727958082,0.034263122137598585
OpenADMET-Caco2_Efflux,MLP,SNS,threshold,0.6143509722263227,11,0.02570752823671515,0.07500276524794518
OpenADMET-Caco2_Efflux,MLP,SNS,outlier,0.7642612944784348,11,0.029405370885553596,0.05535407253532569
OpenADMET-Caco2_Efflux,MLP,SNS,hetero,0.3427679929691543,11,0.007694532936259309,0.09426637747702592
OpenADMET-Caco2_Efflux,MLP-BNN-Full,PDV,valprop,1.0176820226376952,10,0.02247713504193518,0.021729915551773237
OpenADMET-Caco2_Efflux,MLP-BNN-Full,PDV,quantile,0.9058450742113295,11,0.006707312283031488,0.014750360476597744
OpenADMET-Caco2_Efflux,MLP-BNN-Full,PDV,threshold,0.6143509722263227,11,0.02277689853502859,0.031368838239147344
OpenADMET-Caco2_Efflux,MLP-BNN-Full,PDV,outlier,0.7642612944784348,11,0.01934720214920945,0.022900583793070948
OpenADMET-Caco2_Efflux,MLP-BNN-Full,PDV,hetero,0.3427679929691543,11,0.023582686361319015,0.057135140200385924
OpenADMET-Caco2_Efflux,MLP-BNN-Full,SNS,valprop,1.0176820226376952,10,0.041265771009526775,0.041662064655739614
OpenADMET-Caco2_Efflux,MLP-BNN-Full,SNS,quantile,0.9058450742113295,11,0.02524850409459227,0.028122550624517538
OpenADMET-Caco2_Efflux,MLP-BNN-Full,SNS,threshold,0.6143509722263227,11,0.045425827899214656,0.03806068416654736
OpenADMET-Caco2_Efflux,MLP-BNN-Full,SNS,outlier,0.7642612944784348,11,0.02661119896276604,0.034890881899094034
OpenADMET-Caco2_Efflux,MLP-BNN-Full,SNS,hetero,0.3427679929691543,11,0.04152077725295925,0.07361984622122021
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,ECFP4,valprop,1.0176820226376952,10,0.02378032778047294,0.03244797594215227
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,ECFP4,quantile,0.9058450742113295,11,0.07972081150519063,0.03251192585091064
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,ECFP4,threshold,0.6143509722263227,11,0.0898244285740478,0.07083807721348348
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,ECFP4,outlier,0.7642612944784348,11,0.09542508079466418,0.042142231519289634
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,ECFP4,hetero,0.3427679929691543,11,0.006904926553985063,0.22983283392066065
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,PDV,valprop,1.0176820226376952,10,0.010738660508598952,0.011251396088047438
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,PDV,quantile,0.9058450742113295,11,0.06621135317423135,0.04969183777841661
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,PDV,threshold,0.6143509722263227,11,0.0821764520090254,0.03664585766376147
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,PDV,outlier,0.7642612944784348,11,0.14500190062224733,0.11091307446337541
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,PDV,hetero,0.3427679929691543,11,0.010664952489614838,0.07289411478331202
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,SNS,valprop,1.0176820226376952,10,0.027519546666079957,0.03645381743072852
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,SNS,quantile,0.9058450742113295,11,0.12834931822128504,0.08457045256419687
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,SNS,threshold,0.6143509722263227,11,0.08964283051485657,0.05619591187819253
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,SNS,outlier,0.7642612944784348,11,0.13129060230083595,0.05204231450638077
OpenADMET-Caco2_Efflux,MLP-VBLL-Full,SNS,hetero,0.3427679929691543,11,0.009369903308936344,0.21242355117353248
OpenADMET-Caco2_Efflux,NGBoost,ECFP4,valprop,1.0176820226376952,10,0.007832435732966967,0.009801603902743983
OpenADMET-Caco2_Efflux,NGBoost,ECFP4,quantile,0.9058450742113295,11,0.10851580679389793,0.09234363296977746
OpenADMET-Caco2_Efflux,NGBoost,ECFP4,threshold,0.6143509722263227,11,0.07933432931295954,0.03571000881222563
OpenADMET-Caco2_Efflux,NGBoost,ECFP4,outlier,0.7642612944784348,11,0.18286538703828378,0.14940640568602676
OpenADMET-Caco2_Efflux,NGBoost,ECFP4,hetero,0.3427679929691543,11,0.006305523172810649,0.07529388803715667
OpenADMET-Caco2_Efflux,NGBoost,MHG-GNN-pretrained,valprop,1.0176820226376952,10,0.011198334407906723,0.01483803289814967
OpenADMET-Caco2_Efflux,NGBoost,MHG-GNN-pretrained,quantile,0.9058450742113295,11,0.08752274788667566,0.06698199607450474
OpenADMET-Caco2_Efflux,NGBoost,MHG-GNN-pretrained,threshold,0.6143509722263227,11,0.08940734060085204,0.03442454735567734
OpenADMET-Caco2_Efflux,NGBoost,MHG-GNN-pretrained,outlier,0.7642612944784348,11,0.17907458957755812,0.13542725986486515
OpenADMET-Caco2_Efflux,NGBoost,MHG-GNN-pretrained,hetero,0.3427679929691543,11,0.006585711774530848,0.097967276863066
OpenADMET-Caco2_Efflux,NGBoost,PDV,valprop,1.0176820226376952,10,0.010243343665961736,0.01300851150630231
OpenADMET-Caco2_Efflux,NGBoost,PDV,quantile,0.9058450742113295,11,0.08031357061807513,0.06550399162051697
OpenADMET-Caco2_Efflux,NGBoost,PDV,threshold,0.6143509722263227,11,0.08263526287016278,0.03417371349917821
OpenADMET-Caco2_Efflux,NGBoost,PDV,outlier,0.7642612944784348,11,0.1614423215703866,0.12061713975791678
OpenADMET-Caco2_Efflux,NGBoost,PDV,hetero,0.3427679929691543,11,0.007221340576577736,0.08754993857570664
OpenADMET-Caco2_Efflux,NGBoost,SNS,valprop,1.0176820226376952,10,0.009703491795278102,0.012037555519159346
OpenADMET-Caco2_Efflux,NGBoost,SNS,quantile,0.9058450742113295,11,0.08233831542972823,0.06902963518944921
OpenADMET-Caco2_Efflux,NGBoost,SNS,threshold,0.6143509722263227,11,0.0587284957438758,0.013059995019933206
OpenADMET-Caco2_Efflux,NGBoost,SNS,outlier,0.7642612944784348,11,0.129010472370307,0.09428533526321967
OpenADMET-Caco2_Efflux,NGBoost,SNS,hetero,0.3427679929691543,11,0.00409294202177778,0.07842896573659712
