iteration,file_no,noise_level,dose_units,dataset,target,affected_molecule_fraction,clean_label_mean,clean_label_sd,delivered_dose_as_fraction_of_label_spread,delivered_dose_in_label_units,dose_reference_sd,effective_n,mean_epsilon,n_train,noise_shape,noise_targeting,noise_type,seed,solved_scale,standardisation_mean,standardisation_sd,target_dose_in_label_units,unit_dose,validation_affected_molecule_fraction,validation_delivered_dose_in_label_units,validation_label_sd,validation_n,validation_noised,validation_seed,validation_target_dose_in_label_units,param_dose_units,param_level,param_noise_applied,param_shape,param_split,param_targeting
0,498566512,0.0,spread,QM9,homo_lumo_gap,1.0,7.064773082733154,1.3714876174926758,0.0,0.0,1.3714876174926758,160.0,0.0,160,gaussian,uniform,gaussian,42,0.0,7.064773082733154,1.3714876174926758,0.0,1.0,1.0,0.0,1.1417757272720337,20,True,2949826092126892291,0.0,fraction_of_label_spread,0.0,True,gaussian,train,uniform
