,Heteroscedastic,Gaussian,Outlier,Quantile,Threshold,Value-Prop.
RF,-0.19606385153264116,-0.36089136721208853,-0.11463322795578956,-0.30777812793847453,-0.7170639762689474,-0.6371331737480688
