model,rep,strategy,nds_mean,nds_std,baseline_r2,n_iterations,in_anova
ngboost,morgan,threshold,-0.5059115834944314,,0.6756410940870615,1,False
ngboost,morgan,valprop,-0.4704247574570367,,0.6782653614677786,1,False
ngboost,pdv,hetero,-0.1706720348614133,,0.794428824446505,1,False
ngboost,pdv,legacy,-0.3100698229232225,,0.794428824446505,1,False
ngboost,pdv,outlier,-0.10079719535979946,,0.794428824446505,1,False
ngboost,pdv,quantile,-0.2698170150719286,,0.794428824446505,1,False
ngboost,pdv,threshold,-0.6107296493936397,,0.7949641584559376,1,False
ngboost,pdv,valprop,-0.5429600843790542,,0.794428824446505,1,False
ngboost,sns,legacy,-0.28381612227600744,,0.7151485427498365,1,False
ngboost,sns,outlier,-0.09562385034754861,,0.7151485427498365,1,False
ngboost,sns,quantile,-0.25616209958107916,,0.7151485427498365,1,False
ngboost,sns,threshold,-0.5507525475584892,,0.7151485427498365,1,False
qrf,continuous_pdv,hetero,-0.2009224337594972,,0.8677707627333773,1,False
qrf,continuous_pdv,legacy,-0.37210767272460865,,0.8687494541770752,1,False
qrf,continuous_pdv,outlier,-0.11023903718886863,,0.8682429673850706,1,False
qrf,continuous_pdv,quantile,-0.31211051174732,,0.8687494541770752,1,False
qrf,continuous_pdv,threshold,-0.7416144784178282,,0.8687494541770752,1,False
qrf,continuous_pdv,valprop,-0.6550180044528492,,0.8687494541770752,1,False
qrf,ecfp4,hetero,-0.18256217547951098,,0.7730522270283722,1,False
qrf,ecfp4,legacy,-0.334930912275756,,0.7730522270283722,1,False
qrf,ecfp4,outlier,-0.10329928033417668,,0.7730522270283722,1,False
qrf,ecfp4,quantile,-0.2940130450160587,,0.7730522270283722,1,False
qrf,ecfp4,threshold,-0.6651454550166674,,0.7730522270283722,1,False
qrf,ecfp4,valprop,-0.5903738746011241,,0.7730522270283722,1,False
qrf,mhggnn,hetero,-0.1949025546134599,,0.8021958963199923,1,False
qrf,mhggnn,legacy,-0.3580937961336012,,0.8033656796409832,1,False
qrf,mhggnn,outlier,-0.1068687352199061,,0.8025834591430051,1,False
qrf,mhggnn,quantile,-0.3031908437947392,,0.8025834591430051,1,False
qrf,mhggnn,threshold,-0.6942743709785689,,0.8034604340758046,1,False
qrf,mhggnn,valprop,-0.6170978090776689,,0.8025834591430051,1,False
qrf,mol2vec,hetero,-0.16812302595548856,,0.7349577672433314,1,False
qrf,mol2vec,legacy,-0.30764182068835166,,0.7349577672433314,1,False
qrf,mol2vec,outlier,-0.09558942210746599,,0.7349577672433314,1,False
qrf,mol2vec,quantile,-0.2732959745523483,,0.7349577672433314,1,False
qrf,mol2vec,threshold,-0.5996338978298488,,0.7349577672433314,1,False
qrf,mol2vec,valprop,-0.5329666567076526,,0.7349577672433314,1,False
qrf,pdv,hetero,-0.21412475373983447,,0.8359846979330005,1,False
qrf,pdv,legacy,-0.3967251191649918,,0.8359845430688004,1,False
qrf,pdv,outlier,-0.11640390185867992,,0.8342406490565323,1,False
qrf,pdv,quantile,-0.32160707790790083,,0.8359846979330005,1,False
qrf,pdv,threshold,-0.7936679091824446,,0.8359846979330005,1,False
qrf,pdv,valprop,-0.7035715795065309,,0.8359846979330005,1,False
qrf,smiles,hetero,-0.1710078118823206,,0.6767031060968225,1,False
qrf,smiles,legacy,-0.31334972651185933,,0.6780148257565988,1,False
qrf,smiles,outlier,-0.09310623758579127,,0.6776051397610378,1,False
qrf,smiles,quantile,-0.260919573030214,,0.6729767229563718,1,False
qrf,smiles,threshold,-0.6055132685057947,,0.6771935895298281,1,False
qrf,smiles,valprop,-0.5404398109682564,,0.6771131936327895,1,False
qrf,sns,legacy,-0.36352293037503536,,0.8031550389357373,1,False
qrf,sns,outlier,-0.10798520945643972,,0.8031550389357373,1,False
qrf,sns,quantile,-0.3061547996105904,,0.8031550389357373,1,False
qrf,sns,threshold,-0.7059991624181796,,0.8023609329943907,1,False
rf,continuous_pdv,hetero,-0.19575160214857468,,0.8662474758981766,1,True
rf,continuous_pdv,legacy,-0.35859244478463015,,0.8658348968520694,1,True
rf,continuous_pdv,outlier,-0.1156128925738835,,0.8662474758981766,1,True
rf,continuous_pdv,quantile,-0.3040228116533356,,0.8662474758981766,1,True
rf,continuous_pdv,threshold,-0.7101382983744733,,0.8662474758981766,1,True
rf,continuous_pdv,valprop,-0.632186711751575,,0.8662474758981766,1,True
rf,ecfp4,hetero,-0.17637146312824692,,0.7728735882770388,1,True
rf,ecfp4,legacy,-0.3213524771308486,,0.7721278605089927,1,True
rf,ecfp4,outlier,-0.10392262592978121,,0.7743287208083401,1,True
rf,ecfp4,quantile,-0.2792385352353689,,0.7725260119259713,1,True
rf,ecfp4,threshold,-0.6345488052950062,,0.7721278605089927,1,True
rf,ecfp4,valprop,-0.5663614156802314,,0.7710383272607564,1,True
rf,mhggnn,hetero,-0.18343548492717288,,0.7926408698396841,1,True
rf,mhggnn,legacy,-0.3343875700268707,,0.7945136454446593,1,True
rf,mhggnn,outlier,-0.10470113488155672,,0.792653826255378,1,True
rf,mhggnn,quantile,-0.284114223990704,,0.792653826255378,1,True
rf,mhggnn,threshold,-0.6562609110637116,,0.792653826255378,1,True
rf,mhggnn,valprop,-0.5841418792715858,,0.7926228582604953,1,True
rf,mol2vec,hetero,-0.1558433337144415,,0.7094144556070925,1,True
rf,mol2vec,legacy,-0.2857245960005614,,0.7094144556070925,1,True
rf,mol2vec,outlier,-0.0864650926441176,,0.7094144556070925,1,True
rf,mol2vec,quantile,-0.24005386309025661,,0.7094144556070925,1,True
rf,mol2vec,threshold,-0.5624445284045382,,0.7094144556070925,1,True
rf,mol2vec,valprop,-0.502498165343349,,0.7091837157679644,1,True
rf,morgan,hetero,-0.1634918762354221,,0.745128553296722,1,False
rf,morgan,legacy,-0.3065630584829781,,0.7503849670820808,1,False
rf,morgan,outlier,-0.09890888532619826,,0.7523389539499807,1,False
rf,morgan,quantile,-0.2670550728156316,,0.7503849670820808,1,False
rf,morgan,threshold,-0.6067435773226518,,0.7503849670820808,1,False
rf,morgan,valprop,-0.5395833072701386,,0.7523389539499807,1,False
rf,pdv,hetero,-0.19604432792793103,,0.8414071543345532,1,False
rf,pdv,legacy,-0.3640939315163248,,0.8414071543345532,1,False
rf,pdv,outlier,-0.11651304966928272,,0.8425309436666533,1,False
rf,pdv,quantile,-0.3125445791390491,,0.8414071543345532,1,False
rf,pdv,threshold,-0.7289409787303882,,0.8423745888882335,1,False
rf,pdv,valprop,-0.6418485130066895,,0.8414071543345532,1,False
rf,smiles,hetero,-0.15024463710552474,,0.6650251175531973,1,True
rf,smiles,legacy,-0.2761352623281092,,0.6648599351878506,1,True
rf,smiles,outlier,-0.08948364655056049,,0.66206102338895,1,True
rf,smiles,quantile,-0.24283050724136077,,0.6598903875089579,1,True
rf,smiles,threshold,-0.5537864136320431,,0.6637728782025683,1,True
rf,smiles,valprop,-0.4925376215665979,,0.6630604069750545,1,True
rf,sns,legacy,-0.3388445522547296,,0.8052619248623215,1,False
rf,sns,outlier,-0.10853782242462567,,0.806751395332578,1,False
rf,sns,quantile,-0.292796954750925,,0.8069901492165974,1,False
rf,sns,threshold,-0.6732660363240341,,0.8069901492165974,1,False
svm,continuous_pdv,hetero,-0.20190926087131084,,0.8612581092373872,1,True
svm,continuous_pdv,legacy,-0.3642260428871069,,0.8612581092373872,1,True
svm,continuous_pdv,outlier,-0.10723412559682255,,0.8612581092373872,1,True
svm,continuous_pdv,quantile,-0.2954063104504824,,0.8612581092373872,1,True
svm,continuous_pdv,threshold,-0.7092581909134179,,0.8612581092373872,1,True
svm,continuous_pdv,valprop,-0.6306479539826058,,0.8612581092373872,1,True
svm,ecfp4,hetero,-0.18519656817704375,,0.809378725425464,1,True
svm,ecfp4,legacy,-0.33915548919110805,,0.809378725425464,1,True
svm,ecfp4,outlier,-0.1043343262881888,,0.809378725425464,1,True
svm,ecfp4,quantile,-0.2809054838766023,,0.809378725425464,1,True
svm,ecfp4,threshold,-0.6661104841265499,,0.809378725425464,1,True
svm,ecfp4,valprop,-0.592622074138784,,0.809378725425464,1,True
svm,mhggnn,hetero,-0.19754053551275116,,0.8380212645459084,1,True
svm,mhggnn,legacy,-0.3552075922992485,,0.8380212645459084,1,True
svm,mhggnn,outlier,-0.1021012035075033,,0.8380212645459084,1,True
svm,mhggnn,quantile,-0.28629539258466963,,0.8380212645459084,1,True
svm,mhggnn,threshold,-0.686363217349434,,0.8380212645459084,1,True
svm,mhggnn,valprop,-0.6112321057116094,,0.8380225660714903,1,True
svm,mol2vec,hetero,-0.18277508167948772,,0.8221852971185705,1,True
svm,mol2vec,legacy,-0.33260545629721705,,0.8221852971185705,1,True
svm,mol2vec,outlier,-0.10041689983113705,,0.8221852971185705,1,True
svm,mol2vec,quantile,-0.27688067725106486,,0.8221852971185705,1,True
svm,mol2vec,threshold,-0.6553224299632956,,0.8221852971185705,1,True
svm,mol2vec,valprop,-0.5827447932891429,,0.8221852971185705,1,True
svm,morgan,hetero,-0.19049940225903805,,0.8079967431785636,1,False
svm,morgan,legacy,-0.34265132639503904,,0.8054439946744363,1,False
svm,morgan,outlier,-0.09818682440045776,,0.8079967431785636,1,False
svm,morgan,quantile,-0.2821477446896438,,0.8079967431785636,1,False
svm,morgan,threshold,-0.6706099570542221,,0.8079967431785636,1,False
svm,morgan,valprop,-0.5980087036459086,,0.8079967431785636,1,False
svm,pdv,hetero,-0.1838353733067113,,0.8297674350913156,1,False
svm,pdv,legacy,-0.33643151136494315,,0.8297674350913156,1,False
svm,pdv,outlier,-0.10144146475289358,,0.8297674350913156,1,False
svm,pdv,quantile,-0.2806798839524262,,0.8297674350913156,1,False
svm,pdv,threshold,-0.6662686465327514,,0.8297674350913156,1,False
svm,pdv,valprop,-0.5651287411560192,,0.8297674350913156,1,False
svm,smiles,hetero,-0.1905884274831806,,0.7775387763681783,1,True
svm,smiles,legacy,-0.3436477797289438,,0.7775387763681783,1,True
svm,smiles,outlier,-0.09647004173387051,,0.7775387763681783,1,True
svm,smiles,quantile,-0.26992912719965745,,0.7775387763681783,1,True
svm,smiles,threshold,-0.6672857667710399,,0.775510078320743,1,True
svm,smiles,valprop,-0.5960328137568326,,0.7775387763681783,1,True
svm,sns,legacy,-0.3556232233769808,,0.8335563118307148,1,False
svm,sns,outlier,-0.1025444249314749,,0.8335563118307148,1,False
svm,sns,quantile,-0.2879975716261067,,0.8335563118307148,1,False
svm,sns,threshold,-0.6965646100364945,,0.8335563118307148,1,False
xgboost,continuous_pdv,hetero,-0.20302409915008937,,0.8903664410114288,1,True
xgboost,continuous_pdv,legacy,-0.3674731000505313,,0.8903664410114288,1,True
xgboost,continuous_pdv,outlier,-0.13466062316990862,,0.8911091420385573,1,True
xgboost,continuous_pdv,quantile,-0.32532039049899936,,0.8903664410114288,1,True
xgboost,continuous_pdv,threshold,-0.7236123204833329,,0.8903664410114288,1,True
xgboost,continuous_pdv,valprop,-0.6465893136732506,,0.8903664410114288,1,True
xgboost,ecfp4,hetero,-0.18117181116884407,,0.8079771518707275,1,True
xgboost,ecfp4,legacy,-0.3388684875736332,,0.8069420324431525,1,True
xgboost,ecfp4,outlier,-0.12340025131148522,,0.8079771518707275,1,True
xgboost,ecfp4,quantile,-0.30498878489239045,,0.8104421049356461,1,True
xgboost,ecfp4,threshold,-0.6746127216395361,,0.8102208971977234,1,True
xgboost,ecfp4,valprop,-0.5859786037242773,,0.8079771518707275,1,True
xgboost,mhggnn,hetero,-0.1906534626628413,,0.8348482966423034,1,True
xgboost,mhggnn,legacy,-0.3524470069191672,,0.8349704682826996,1,True
xgboost,mhggnn,outlier,-0.12435443973300431,,0.8348482966423034,1,True
xgboost,mhggnn,quantile,-0.30894951085851646,,0.8348482966423034,1,True
xgboost,mhggnn,threshold,-0.6869909128757438,,0.8348482966423034,1,True
xgboost,mhggnn,valprop,-0.6094473026015542,,0.8349704682826996,1,True
xgboost,mol2vec,hetero,-0.17822220753582696,,0.7784124076366424,1,True
xgboost,mol2vec,legacy,-0.3288137789627518,,0.7803322672843933,1,True
xgboost,mol2vec,outlier,-0.11479586867069957,,0.7771067221959432,1,True
xgboost,mol2vec,quantile,-0.28966265700940275,,0.7784124076366424,1,True
xgboost,mol2vec,threshold,-0.6382560854285826,,0.7784124076366424,1,True
xgboost,mol2vec,valprop,-0.5685578190166541,,0.7793561220169067,1,True
xgboost,morgan,hetero,-0.18121185031804177,,0.8035196602344513,1,False
xgboost,morgan,legacy,-0.3317349377003583,,0.8035196602344513,1,False
xgboost,morgan,outlier,-0.11404347202994605,,0.8035196602344513,1,False
xgboost,morgan,quantile,-0.2946980281309648,,0.8035196602344513,1,False
xgboost,morgan,threshold,-0.6533397826281462,,0.8035196602344513,1,False
xgboost,morgan,valprop,-0.5843541651061087,,0.8035196602344513,1,False
xgboost,pdv,hetero,-0.19035243464238719,,0.8627369284629822,1,False
xgboost,pdv,legacy,-0.3492639380271988,,0.8607957661151886,1,False
xgboost,pdv,outlier,-0.12186422881281911,,0.8599149755069188,1,False
xgboost,pdv,quantile,-0.3079230506161247,,0.8599710663159689,1,False
xgboost,pdv,threshold,-0.6926769643548936,,0.8630061064447675,1,False
xgboost,pdv,valprop,-0.6164330173622479,,0.8627369284629822,1,False
xgboost,randomized_smiles,legacy,-0.25436221200107323,,0.6197653830051422,1,False
xgboost,randomized_smiles,outlier,-0.0868880318528818,,0.6197631299495697,1,False
xgboost,randomized_smiles,quantile,-0.22297905716631145,,0.6197631299495697,1,False
xgboost,randomized_smiles,threshold,-0.5041623487165481,,0.6197693288326264,1,False
xgboost,smiles,hetero,-0.1597210768497351,,0.7139695107936859,1,True
xgboost,smiles,legacy,-0.29407655361926915,,0.7139695107936859,1,True
xgboost,smiles,outlier,-0.10329485529600974,,0.7131007194519043,1,True
xgboost,smiles,quantile,-0.25983620972344373,,0.7139695107936859,1,True
xgboost,smiles,threshold,-0.5834440155462786,,0.7139695107936859,1,True
xgboost,smiles,valprop,-0.515327334765232,,0.7101361950238546,1,True
xgboost,sns,legacy,-0.33401021632281214,,0.8264581799507141,1,False
xgboost,sns,outlier,-0.11078306514807423,,0.8264581799507141,1,False
xgboost,sns,quantile,-0.29224592838624514,,0.8260424004660712,1,False
xgboost,sns,threshold,-0.6583517146531982,,0.8264581799507141,1,False
