Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
QRF,0.2704289096451965,0.29950722407437613,0.16319510512974345,0.725870196657302,0.9433836483976954,0.600659159551363,0.600659159551363,,-0.1196658877551375,2000,-0.03617219938300202,1001,0.0014984021420194605,2000
NGBoost,0.25978874587520734,0.41537547608239017,0.11119968180254941,0.6905714285714286,0.947047619047619,0.5779795291638987,0.5779795291638987,,0.029943150498390934,2000,-0.008471859633609257,2000,0.00705281896494136,2000
GP,0.18409253939292541,0.3374376744746124,0.23057172331477538,0.7856,0.9596,0.6453319363634817,0.7317824335588785,0.6453319363634817,-0.24384381349075887,1000,-0.05370071370071371,1000,-0.05568903168903169,1000
BNN-β,0.08186401236711667,0.17144583680244876,0.5387320515206464,0.6207775229357798,0.8511880733944954,1.0442375054235207,,0.5926578137042999,0.036658209554024,41000,-0.0026873273935901078,38000,0.005220111867254259,41000
BNN-α,-0.029875765535291584,0.17513655762650887,0.25547010282385685,0.57065,0.8076931818181818,0.6783053427311228,,0.6783053427311228,0.044390625965265454,41000,-0.0067403921252575955,40000,-0.001564821239780115,37000
VBLL-β,-0.05159664690142278,0.0724481104945305,9.719445615502142,0.5605634743875278,0.7422917594654789,10.033327606763503,0.6999460430066815,10.033327606763503,0.005430102380039544,40000,0.00036963212350285725,41000,-0.004301244204514202,41000
VBLL-α,-0.08855812008629388,0.0625643405150559,6.046649897107987,0.5283950892857143,0.6990669642857142,6.267725466383732,0.7544869063839286,6.267725466383732,0.05792731550614138,39000,0.007061400553531291,41000,-0.005347194037295825,41000
