,Heteroscedastic,Gaussian,Outlier,Quantile,Threshold,Value-Prop.
DNN,-0.1947266904994695,-0.36463278315284037,-0.13313322446563033,-0.3346421593969518,-0.6854432842948219,-0.6144133372740312
