Strategy,Analysis,Type,Within,eta2,F,p,n
Value-Prop.,Performance,Rep effect,dnn_vbll,97.39205855328534,317.42756293311834,2.0965482873748502e-26,39
Value-Prop.,Performance,Rep effect,lgb,86.27153762942228,69.12550643380658,2.1294700853092858e-18,49
Value-Prop.,Performance,Rep effect,mlp,72.16907395855675,26.57953267432307,6.476304483788719e-11,46
Value-Prop.,Performance,Rep effect,mlp_bnn_full,99.62111575461537,2826.528174257963,1.9431131191073107e-51,48
Value-Prop.,Performance,Rep effect,mlp_vbll,96.54614754292339,216.63711833567058,3.52263859970085e-22,36
Value-Prop.,Performance,Rep effect,ngboost,97.36252208756027,406.06510405711015,4.137949143080148e-34,49
Value-Prop.,Performance,Rep effect,rf,93.93259540121251,170.2966289111194,3.646088129805345e-26,49
Value-Prop.,Performance,Rep effect,svm,68.95857611877094,24.991894196106703,6.117630201776268e-11,50
Value-Prop.,Performance,Rep effect,xgboost,87.89974755258015,79.90719427383064,1.3482938111349943e-19,49
Value-Prop.,Robustness,Model effect,continuous_pdv,69.62789542247299,21.778701730235927,1.6583627772359257e-20,106
Value-Prop.,Robustness,Model effect,ecfp4,80.5305620719302,35.57179392529401,2.122967069981585e-26,97
Value-Prop.,Robustness,Model effect,mhggnn,59.79939142215489,14.627324555195639,3.7928214928491903e-10,66
Value-Prop.,Robustness,Model effect,mol2vec,54.05931390830695,11.178837884656177,3.284333701687463e-08,64
Value-Prop.,Robustness,Model effect,smiles,94.88821026475057,179.43865979087911,3.0930955746392014e-52,97
Value-Prop.,Robustness,Rep effect,dnn,32.7138422776881,4.254160582494557,0.00655220594198295,40
Value-Prop.,Robustness,Rep effect,dnn_bnn_full,34.96585799737086,6.451846415556374,0.005723965131252747,27
Value-Prop.,Robustness,Rep effect,dnn_vbll,7.234326186016713,0.9748118415712723,0.3911481615921156,28
Value-Prop.,Robustness,Rep effect,lgb,66.49299505462349,19.34839305510755,7.677513627416451e-09,44
Value-Prop.,Robustness,Rep effect,mlp,66.1564045284565,21.013764606626594,1.1648306338922207e-09,48
Value-Prop.,Robustness,Rep effect,mlp_bnn_full,21.188174387107082,3.3605639481026124,0.05097912139819109,28
Value-Prop.,Robustness,Rep effect,mlp_vbll,49.259559043810256,12.62058932681415,0.00014777639998247543,29
Value-Prop.,Robustness,Rep effect,ngboost,75.2540533363662,35.47910158883409,1.0268434658526536e-10,39
Value-Prop.,Robustness,Rep effect,rf,79.48685024285996,42.62413929714124,1.3538815495764243e-14,49
Value-Prop.,Robustness,Rep effect,svm,24.905371456703612,3.7310981400803196,0.010495123436663884,50
Value-Prop.,Robustness,Rep effect,xgboost,54.46579348964914,12.85862486437824,5.733405281199703e-07,48
Heteroscedastic,Performance,Model effect,continuous_pdv,80.29853550427136,38.719765601991796,3.400742088941982e-29,106
Heteroscedastic,Performance,Model effect,ecfp4,59.28423211022405,13.250063554333867,5.084480615220984e-14,102
Heteroscedastic,Performance,Model effect,mhggnn,99.2954792746794,1240.276100067108,3.8407503902547246e-90,99
