dataset,representation,target,replicate,level,condition,family,model,n_train,n_test,label_sd,target_dose,realised_dose,dose_used,dose_mode,unit_dose_g,affected_molecule_fraction,n_noise_groups,largest_group_share,noise_seed,r2,r2_clean
QM9,PDV,homo_lumo_gap,8,1.5,Gaussian,reference,LGBM,3200,800,1.3098709049150197,1.5,1.481768047704996,1.481768047704996,algebraic,1.0,0.0,1230,0.0746875,60815,0.5584744322010973,0.8821992236275433
QM9,PDV,homo_lumo_gap,8,1.5,Grouped shifted,structure-keyed,LGBM,3200,800,1.3098709049150197,1.5,1.4367260104331616,1.4367260104331616,algebraic,1.0,1.0,1230,0.0746875,60815,0.4383204509727263,0.8821992236275433
QM9,PDV,homo_lumo_gap,9,0.5,Gaussian,reference,LGBM,3193,807,1.3114469285960124,0.5,0.5017161436894869,0.5017161436894869,algebraic,1.0,0.0,1343,0.036642655809583466,60905,0.865487851051272,0.8921398252975156
QM9,PDV,homo_lumo_gap,9,0.5,Grouped shifted,structure-keyed,LGBM,3193,807,1.3114469285960124,0.5,0.5326741015344,0.5326741015344,algebraic,1.0,1.0,1343,0.036642655809583466,60905,0.845232071630827,0.8921398252975156
QM9,PDV,homo_lumo_gap,9,1.0,Gaussian,reference,LGBM,3193,807,1.3114469285960124,1.0,1.0081000968801237,1.0081000968801237,algebraic,1.0,0.0,1343,0.036642655809583466,60910,0.7267176714405152,0.8921398252975156
QM9,PDV,homo_lumo_gap,9,1.0,Grouped shifted,structure-keyed,LGBM,3193,807,1.3114469285960124,1.0,0.9958094266810931,0.9958094266810931,algebraic,1.0,1.0,1343,0.036642655809583466,60910,0.6913549589927779,0.8921398252975156
QM9,PDV,homo_lumo_gap,9,1.5,Gaussian,reference,LGBM,3193,807,1.3114469285960124,1.5,1.5126602822895538,1.5126602822895538,algebraic,1.0,0.0,1343,0.036642655809583466,60915,0.5900321844256435,0.8921398252975156
QM9,PDV,homo_lumo_gap,9,1.5,Grouped shifted,structure-keyed,LGBM,3193,807,1.3114469285960124,1.5,1.5602917764534026,1.5602917764534026,algebraic,1.0,1.0,1343,0.036642655809583466,60915,0.4792410933788628,0.8921398252975156
QM9,PDV,homo_lumo_gap,0,0.5,Gaussian,reference,MLP,3199,801,1.3251350930417456,0.5,0.4950962218339133,0.4950962218339133,algebraic,1.0,0.0,1305,0.08002500781494216,60005,0.8637493561734338,0.9107503897012363
QM9,PDV,homo_lumo_gap,0,0.5,Grouped shifted,structure-keyed,MLP,3199,801,1.3251350930417456,0.5,0.5664926096867223,0.5664926096867223,algebraic,1.0,1.0,1305,0.08002500781494216,60005,0.7826535779245265,0.9107503897012363
QM9,PDV,homo_lumo_gap,0,1.0,Gaussian,reference,MLP,3199,801,1.3251350930417456,1.0,1.011956199391355,1.011956199391355,algebraic,1.0,0.0,1305,0.08002500781494216,60010,0.8132806474940589,0.9107503897012363
QM9,PDV,homo_lumo_gap,0,1.0,Grouped shifted,structure-keyed,MLP,3199,801,1.3251350930417456,1.0,0.9895367864683816,0.9895367864683816,algebraic,1.0,1.0,1305,0.08002500781494216,60010,0.6486057069780682,0.9107503897012363
QM9,PDV,homo_lumo_gap,0,1.5,Gaussian,reference,MLP,3199,801,1.3251350930417456,1.5,1.4838552495257629,1.4838552495257629,algebraic,1.0,0.0,1305,0.08002500781494216,60015,0.7718139558298597,0.9107503897012363
QM9,PDV,homo_lumo_gap,0,1.5,Grouped shifted,structure-keyed,MLP,3199,801,1.3251350930417456,1.5,1.5717248229010399,1.5717248229010399,algebraic,1.0,1.0,1305,0.08002500781494216,60015,0.11958680905161478,0.9107503897012363
QM9,PDV,homo_lumo_gap,1,0.5,Gaussian,reference,MLP,3196,804,1.2841922113560549,0.5,0.5022211276693679,0.5022211276693679,algebraic,1.0,0.0,1257,0.08322903629536921,60105,0.8798237683435741,0.9212966430222846
QM9,PDV,homo_lumo_gap,1,0.5,Grouped shifted,structure-keyed,MLP,3196,804,1.2841922113560549,0.5,0.5237394567028337,0.5237394567028337,algebraic,1.0,1.0,1257,0.08322903629536921,60105,0.8390533873096613,0.9212966430222846
QM9,PDV,homo_lumo_gap,1,1.0,Gaussian,reference,MLP,3196,804,1.2841922113560549,1.0,1.0279253636835735,1.0279253636835735,algebraic,1.0,0.0,1257,0.08322903629536921,60110,0.8127959678718464,0.9212966430222846
QM9,PDV,homo_lumo_gap,1,1.0,Grouped shifted,structure-keyed,MLP,3196,804,1.2841922113560549,1.0,1.0564570757557938,1.0564570757557938,algebraic,1.0,1.0,1257,0.08322903629536921,60110,0.5912938838225361,0.9212966430222846
QM9,PDV,homo_lumo_gap,1,1.5,Gaussian,reference,MLP,3196,804,1.2841922113560549,1.5,1.5048449627922718,1.5048449627922718,algebraic,1.0,0.0,1257,0.08322903629536921,60115,0.830875801648153,0.9212966430222846
QM9,PDV,homo_lumo_gap,1,1.5,Grouped shifted,structure-keyed,MLP,3196,804,1.2841922113560549,1.5,1.599774609603136,1.599774609603136,algebraic,1.0,1.0,1257,0.08322903629536921,60115,0.18493475279901506,0.9212966430222846
QM9,PDV,homo_lumo_gap,2,0.5,Gaussian,reference,MLP,3200,800,1.3195234870175732,0.5,0.4881262133212197,0.4881262133212197,algebraic,1.0,0.0,1285,0.08375,60205,-11.751007688930649,0.16476183007960155
QM9,PDV,homo_lumo_gap,2,0.5,Grouped shifted,structure-keyed,MLP,3200,800,1.3195234870175732,0.5,0.519227361661287,0.519227361661287,algebraic,1.0,1.0,1285,0.08375,60205,0.49854630792300514,0.16476183007960155
QM9,PDV,homo_lumo_gap,2,1.0,Gaussian,reference,MLP,3200,800,1.3195234870175732,1.0,0.9937977712813926,0.9937977712813926,algebraic,1.0,0.0,1285,0.08375,60210,-15.467560790079187,0.16476183007960155
QM9,PDV,homo_lumo_gap,2,1.0,Grouped shifted,structure-keyed,MLP,3200,800,1.3195234870175732,1.0,0.9679294245110469,0.9679294245110469,algebraic,1.0,1.0,1285,0.08375,60210,-127.61176886613296,0.16476183007960155
QM9,PDV,homo_lumo_gap,2,1.5,Gaussian,reference,MLP,3200,800,1.3195234870175732,1.5,1.521833166704101,1.521833166704101,algebraic,1.0,0.0,1285,0.08375,60215,0.7881850232594553,0.16476183007960155
QM9,PDV,homo_lumo_gap,2,1.5,Grouped shifted,structure-keyed,MLP,3200,800,1.3195234870175732,1.5,1.479698567566572,1.479698567566572,algebraic,1.0,1.0,1285,0.08375,60215,-138.0702935980017,0.16476183007960155
QM9,PDV,homo_lumo_gap,3,0.5,Gaussian,reference,MLP,3200,800,1.2861454093472788,0.5,0.4872558433247672,0.4872558433247672,algebraic,1.0,0.0,1212,0.0865625,60305,0.8499154772765247,0.8775879266570851
QM9,PDV,homo_lumo_gap,3,0.5,Grouped shifted,structure-keyed,MLP,3200,800,1.2861454093472788,0.5,0.4799009314648164,0.4799009314648164,algebraic,1.0,1.0,1212,0.0865625,60305,0.8198824011892227,0.8775879266570851
QM9,PDV,homo_lumo_gap,3,1.0,Gaussian,reference,MLP,3200,800,1.2861454093472788,1.0,1.0053249315554973,1.0053249315554973,algebraic,1.0,0.0,1212,0.0865625,60310,0.7861376100879086,0.8775879266570851
QM9,PDV,homo_lumo_gap,3,1.0,Grouped shifted,structure-keyed,MLP,3200,800,1.2861454093472788,1.0,1.0640925501828922,1.0640925501828922,algebraic,1.0,1.0,1212,0.0865625,60310,0.656470755734168,0.8775879266570851
QM9,PDV,homo_lumo_gap,3,1.5,Gaussian,reference,MLP,3200,800,1.2861454093472788,1.5,1.4799245418165474,1.4799245418165474,algebraic,1.0,0.0,1212,0.0865625,60315,0.7800194001175065,0.8775879266570851
QM9,PDV,homo_lumo_gap,3,1.5,Grouped shifted,structure-keyed,MLP,3200,800,1.2861454093472788,1.5,1.4631224596518948,1.4631224596518948,algebraic,1.0,1.0,1212,0.0865625,60315,0.415534998501745,0.8775879266570851
QM9,PDV,homo_lumo_gap,4,0.5,Gaussian,reference,MLP,3199,801,1.3140756102057574,0.5,0.5022318925135888,0.5022318925135888,algebraic,1.0,0.0,1508,0.0315723663644889,60405,0.8605828441157428,0.9049973002386015
QM9,PDV,homo_lumo_gap,4,0.5,Grouped shifted,structure-keyed,MLP,3199,801,1.3140756102057574,0.5,0.4882889502225018,0.4882889502225018,algebraic,1.0,1.0,1508,0.0315723663644889,60405,0.8806316617248315,0.9049973002386015
QM9,PDV,homo_lumo_gap,4,1.0,Gaussian,reference,MLP,3199,801,1.3140756102057574,1.0,0.9978893586710067,0.9978893586710067,algebraic,1.0,0.0,1508,0.0315723663644889,60410,0.8597877189497432,0.9049973002386015
QM9,PDV,homo_lumo_gap,4,1.0,Grouped shifted,structure-keyed,MLP,3199,801,1.3140756102057574,1.0,1.0167599935765885,1.0167599935765885,algebraic,1.0,1.0,1508,0.0315723663644889,60410,0.7794376969010772,0.9049973002386015
QM9,PDV,homo_lumo_gap,4,1.5,Gaussian,reference,MLP,3199,801,1.3140756102057574,1.5,1.5302342323919613,1.5302342323919613,algebraic,1.0,0.0,1508,0.0315723663644889,60415,0.7737922172766839,0.9049973002386015
QM9,PDV,homo_lumo_gap,4,1.5,Grouped shifted,structure-keyed,MLP,3199,801,1.3140756102057574,1.5,1.5041104261527836,1.5041104261527836,algebraic,1.0,1.0,1508,0.0315723663644889,60415,0.6296719922336551,0.9049973002386015
QM9,PDV,homo_lumo_gap,5,0.5,Gaussian,reference,MLP,3200,800,1.305599787788693,0.5,0.4927677661865978,0.4927677661865978,algebraic,1.0,0.0,1218,0.0753125,60505,0.8362091477741694,0.8396207255516225
QM9,PDV,homo_lumo_gap,5,0.5,Grouped shifted,structure-keyed,MLP,3200,800,1.305599787788693,0.5,0.48104833777650413,0.48104833777650413,algebraic,1.0,1.0,1218,0.0753125,60505,0.7714812701499012,0.8396207255516225
QM9,PDV,homo_lumo_gap,5,1.0,Gaussian,reference,MLP,3200,800,1.305599787788693,1.0,0.9903869617071732,0.9903869617071732,algebraic,1.0,0.0,1218,0.0753125,60510,0.7740983193328638,0.8396207255516225
QM9,PDV,homo_lumo_gap,5,1.0,Grouped shifted,structure-keyed,MLP,3200,800,1.305599787788693,1.0,0.9978644638722057,0.9978644638722057,algebraic,1.0,1.0,1218,0.0753125,60510,0.6913963518848292,0.8396207255516225
QM9,PDV,homo_lumo_gap,5,1.5,Gaussian,reference,MLP,3200,800,1.305599787788693,1.5,1.4933895556902408,1.4933895556902408,algebraic,1.0,0.0,1218,0.0753125,60515,0.7449349963720722,0.8396207255516225
QM9,PDV,homo_lumo_gap,5,1.5,Grouped shifted,structure-keyed,MLP,3200,800,1.305599787788693,1.5,1.538832802429868,1.538832802429868,algebraic,1.0,1.0,1218,0.0753125,60515,0.2981956039023288,0.8396207255516225
QM9,PDV,homo_lumo_gap,6,0.5,Gaussian,reference,MLP,3119,881,1.2679742149352466,0.5,0.48700183381983575,0.48700183381983575,algebraic,1.0,0.0,1284,0.08303943571657582,60605,0.8734315717958328,0.9131755074533073
QM9,PDV,homo_lumo_gap,6,0.5,Grouped shifted,structure-keyed,MLP,3119,881,1.2679742149352466,0.5,0.48586857769097824,0.48586857769097824,algebraic,1.0,1.0,1284,0.08303943571657582,60605,0.8474034534387607,0.9131755074533073
QM9,PDV,homo_lumo_gap,6,1.0,Gaussian,reference,MLP,3119,881,1.2679742149352466,1.0,1.0087426087758866,1.0087426087758866,algebraic,1.0,0.0,1284,0.08303943571657582,60610,0.8380055978740285,0.9131755074533073
QM9,PDV,homo_lumo_gap,6,1.0,Grouped shifted,structure-keyed,MLP,3119,881,1.2679742149352466,1.0,1.0156922212828603,1.0156922212828603,algebraic,1.0,1.0,1284,0.08303943571657582,60610,0.7359339681782808,0.9131755074533073
QM9,PDV,homo_lumo_gap,6,1.5,Gaussian,reference,MLP,3119,881,1.2679742149352466,1.5,1.4789144813840622,1.4789144813840622,algebraic,1.0,0.0,1284,0.08303943571657582,60615,0.8050413247682152,0.9131755074533073
QM9,PDV,homo_lumo_gap,6,1.5,Grouped shifted,structure-keyed,MLP,3119,881,1.2679742149352466,1.5,1.4642770201986834,1.4642770201986834,algebraic,1.0,1.0,1284,0.08303943571657582,60615,0.5264346848954106,0.9131755074533073
QM9,PDV,homo_lumo_gap,7,0.5,Gaussian,reference,MLP,3199,801,1.249293127931134,0.5,0.4997121821141412,0.4997121821141412,algebraic,1.0,0.0,1226,0.08252578930915912,60705,0.830911583934457,0.8993966535926476
QM9,PDV,homo_lumo_gap,7,0.5,Grouped shifted,structure-keyed,MLP,3199,801,1.249293127931134,0.5,0.46258059661063844,0.46258059661063844,algebraic,1.0,1.0,1226,0.08252578930915912,60705,0.8584218746901464,0.8993966535926476
QM9,PDV,homo_lumo_gap,7,1.0,Gaussian,reference,MLP,3199,801,1.249293127931134,1.0,0.9898664898824145,0.9898664898824145,algebraic,1.0,0.0,1226,0.08252578930915912,60710,0.7775351126821934,0.8993966535926476
QM9,PDV,homo_lumo_gap,7,1.0,Grouped shifted,structure-keyed,MLP,3199,801,1.249293127931134,1.0,0.9796194947460121,0.9796194947460121,algebraic,1.0,1.0,1226,0.08252578930915912,60710,0.6942244545779763,0.8993966535926476
QM9,PDV,homo_lumo_gap,7,1.5,Gaussian,reference,MLP,3199,801,1.249293127931134,1.5,1.4960956560847396,1.4960956560847396,algebraic,1.0,0.0,1226,0.08252578930915912,60715,0.708358805456536,0.8993966535926476
QM9,PDV,homo_lumo_gap,7,1.5,Grouped shifted,structure-keyed,MLP,3199,801,1.249293127931134,1.5,1.5749704432115832,1.5749704432115832,algebraic,1.0,1.0,1226,0.08252578930915912,60715,0.1670265244340866,0.8993966535926476
QM9,PDV,homo_lumo_gap,8,0.5,Gaussian,reference,MLP,3200,800,1.3098709049150197,0.5,0.49200180877207156,0.49200180877207156,algebraic,1.0,0.0,1230,0.0746875,60805,0.8540130008986997,0.884936082759316
QM9,PDV,homo_lumo_gap,8,0.5,Grouped shifted,structure-keyed,MLP,3200,800,1.3098709049150197,0.5,0.46671962449372817,0.46671962449372817,algebraic,1.0,1.0,1230,0.0746875,60805,0.8345085502712352,0.884936082759316
QM9,PDV,homo_lumo_gap,8,1.0,Gaussian,reference,MLP,3200,800,1.3098709049150197,1.0,0.9880759566837198,0.9880759566837198,algebraic,1.0,0.0,1230,0.0746875,60810,0.7878348037052447,0.884936082759316
QM9,PDV,homo_lumo_gap,8,1.0,Grouped shifted,structure-keyed,MLP,3200,800,1.3098709049150197,1.0,0.9750426642436621,0.9750426642436621,algebraic,1.0,1.0,1230,0.0746875,60810,0.7230372491703998,0.884936082759316
QM9,PDV,homo_lumo_gap,8,1.5,Gaussian,reference,MLP,3200,800,1.3098709049150197,1.5,1.481768047704996,1.481768047704996,algebraic,1.0,0.0,1230,0.0746875,60815,0.6863272821156108,0.884936082759316
QM9,PDV,homo_lumo_gap,8,1.5,Grouped shifted,structure-keyed,MLP,3200,800,1.3098709049150197,1.5,1.4367260104331616,1.4367260104331616,algebraic,1.0,1.0,1230,0.0746875,60815,0.4071827924127821,0.884936082759316
QM9,PDV,homo_lumo_gap,9,0.5,Gaussian,reference,MLP,3193,807,1.3114469285960124,0.5,0.5017161436894869,0.5017161436894869,algebraic,1.0,0.0,1343,0.036642655809583466,60905,0.8538611564725661,0.9015284348458693
QM9,PDV,homo_lumo_gap,9,0.5,Grouped shifted,structure-keyed,MLP,3193,807,1.3114469285960124,0.5,0.5326741015344,0.5326741015344,algebraic,1.0,1.0,1343,0.036642655809583466,60905,0.8249902231908709,0.9015284348458693
QM9,PDV,homo_lumo_gap,9,1.0,Gaussian,reference,MLP,3193,807,1.3114469285960124,1.0,1.0081000968801237,1.0081000968801237,algebraic,1.0,0.0,1343,0.036642655809583466,60910,0.7910052066258147,0.9015284348458693
QM9,PDV,homo_lumo_gap,9,1.0,Grouped shifted,structure-keyed,MLP,3193,807,1.3114469285960124,1.0,0.9958094266810931,0.9958094266810931,algebraic,1.0,1.0,1343,0.036642655809583466,60910,0.6629205627911179,0.9015284348458693
QM9,PDV,homo_lumo_gap,9,1.5,Gaussian,reference,MLP,3193,807,1.3114469285960124,1.5,1.5126602822895538,1.5126602822895538,algebraic,1.0,0.0,1343,0.036642655809583466,60915,0.7232061814249601,0.9015284348458693
QM9,PDV,homo_lumo_gap,9,1.5,Grouped shifted,structure-keyed,MLP,3193,807,1.3114469285960124,1.5,1.5602917764534026,1.5602917764534026,algebraic,1.0,1.0,1343,0.036642655809583466,60915,0.3974768870848121,0.9015284348458693
QM9,PDV,homo_lumo_gap,0,0.5,Gaussian,reference,NGBoost,3199,801,1.3251350930417456,0.5,0.4950962218339133,0.4950962218339133,algebraic,1.0,0.0,1305,0.08002500781494216,60005,0.8598319991225853,0.8707690364642262
QM9,PDV,homo_lumo_gap,0,0.5,Grouped shifted,structure-keyed,NGBoost,3199,801,1.3251350930417456,0.5,0.5664926096867223,0.5664926096867223,algebraic,1.0,1.0,1305,0.08002500781494216,60005,0.8157892518581591,0.8707690364642262
QM9,PDV,homo_lumo_gap,0,1.0,Gaussian,reference,NGBoost,3199,801,1.3251350930417456,1.0,1.011956199391355,1.011956199391355,algebraic,1.0,0.0,1305,0.08002500781494216,60010,0.8358825465702662,0.8707690364642262
QM9,PDV,homo_lumo_gap,0,1.0,Grouped shifted,structure-keyed,NGBoost,3199,801,1.3251350930417456,1.0,0.9895367864683816,0.9895367864683816,algebraic,1.0,1.0,1305,0.08002500781494216,60010,0.8132438175764232,0.8707690364642262
QM9,PDV,homo_lumo_gap,0,1.5,Gaussian,reference,NGBoost,3199,801,1.3251350930417456,1.5,1.4838552495257629,1.4838552495257629,algebraic,1.0,0.0,1305,0.08002500781494216,60015,0.8066984470938534,0.8707690364642262
QM9,PDV,homo_lumo_gap,0,1.5,Grouped shifted,structure-keyed,NGBoost,3199,801,1.3251350930417456,1.5,1.5717248229010399,1.5717248229010399,algebraic,1.0,1.0,1305,0.08002500781494216,60015,0.6510642683163377,0.8707690364642262
QM9,PDV,homo_lumo_gap,1,0.5,Gaussian,reference,NGBoost,3196,804,1.2841922113560549,0.5,0.5022211276693679,0.5022211276693679,algebraic,1.0,0.0,1257,0.08322903629536921,60105,0.8760655563641752,0.8868985230616901
QM9,PDV,homo_lumo_gap,1,0.5,Grouped shifted,structure-keyed,NGBoost,3196,804,1.2841922113560549,0.5,0.5237394567028337,0.5237394567028337,algebraic,1.0,1.0,1257,0.08322903629536921,60105,0.8642576164718345,0.8868985230616901
QM9,PDV,homo_lumo_gap,1,1.0,Gaussian,reference,NGBoost,3196,804,1.2841922113560549,1.0,1.0279253636835735,1.0279253636835735,algebraic,1.0,0.0,1257,0.08322903629536921,60110,0.8539791117170916,0.8868985230616901
QM9,PDV,homo_lumo_gap,1,1.0,Grouped shifted,structure-keyed,NGBoost,3196,804,1.2841922113560549,1.0,1.0564570757557938,1.0564570757557938,algebraic,1.0,1.0,1257,0.08322903629536921,60110,0.8347000721693584,0.8868985230616901
QM9,PDV,homo_lumo_gap,1,1.5,Gaussian,reference,NGBoost,3196,804,1.2841922113560549,1.5,1.5048449627922718,1.5048449627922718,algebraic,1.0,0.0,1257,0.08322903629536921,60115,0.8283945499988217,0.8868985230616901
QM9,PDV,homo_lumo_gap,1,1.5,Grouped shifted,structure-keyed,NGBoost,3196,804,1.2841922113560549,1.5,1.599774609603136,1.599774609603136,algebraic,1.0,1.0,1257,0.08322903629536921,60115,0.7363566524854207,0.8868985230616901
QM9,PDV,homo_lumo_gap,2,0.5,Gaussian,reference,NGBoost,3200,800,1.3195234870175732,0.5,0.4881262133212197,0.4881262133212197,algebraic,1.0,0.0,1285,0.08375,60205,0.8433903257969817,0.8604077439803587
QM9,PDV,homo_lumo_gap,2,0.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.3195234870175732,0.5,0.519227361661287,0.519227361661287,algebraic,1.0,1.0,1285,0.08375,60205,0.8541128049063857,0.8604077439803587
QM9,PDV,homo_lumo_gap,2,1.0,Gaussian,reference,NGBoost,3200,800,1.3195234870175732,1.0,0.9937977712813926,0.9937977712813926,algebraic,1.0,0.0,1285,0.08375,60210,0.8219058081090671,0.8604077439803587
QM9,PDV,homo_lumo_gap,2,1.0,Grouped shifted,structure-keyed,NGBoost,3200,800,1.3195234870175732,1.0,0.9679294245110469,0.9679294245110469,algebraic,1.0,1.0,1285,0.08375,60210,0.7727244385276495,0.8604077439803587
QM9,PDV,homo_lumo_gap,2,1.5,Gaussian,reference,NGBoost,3200,800,1.3195234870175732,1.5,1.521833166704101,1.521833166704101,algebraic,1.0,0.0,1285,0.08375,60215,0.7912446125504627,0.8604077439803587
QM9,PDV,homo_lumo_gap,2,1.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.3195234870175732,1.5,1.479698567566572,1.479698567566572,algebraic,1.0,1.0,1285,0.08375,60215,0.6959697044920423,0.8604077439803587
QM9,PDV,homo_lumo_gap,3,0.5,Gaussian,reference,NGBoost,3200,800,1.2861454093472788,0.5,0.4872558433247672,0.4872558433247672,algebraic,1.0,0.0,1212,0.0865625,60305,0.859875780559402,0.8694281430377727
QM9,PDV,homo_lumo_gap,3,0.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.2861454093472788,0.5,0.4799009314648164,0.4799009314648164,algebraic,1.0,1.0,1212,0.0865625,60305,0.8528314000851094,0.8694281430377727
QM9,PDV,homo_lumo_gap,3,1.0,Gaussian,reference,NGBoost,3200,800,1.2861454093472788,1.0,1.0053249315554973,1.0053249315554973,algebraic,1.0,0.0,1212,0.0865625,60310,0.8361526008980826,0.8694281430377727
QM9,PDV,homo_lumo_gap,3,1.0,Grouped shifted,structure-keyed,NGBoost,3200,800,1.2861454093472788,1.0,1.0640925501828922,1.0640925501828922,algebraic,1.0,1.0,1212,0.0865625,60310,0.81213502399116,0.8694281430377727
QM9,PDV,homo_lumo_gap,3,1.5,Gaussian,reference,NGBoost,3200,800,1.2861454093472788,1.5,1.4799245418165474,1.4799245418165474,algebraic,1.0,0.0,1212,0.0865625,60315,0.7877267038820657,0.8694281430377727
QM9,PDV,homo_lumo_gap,3,1.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.2861454093472788,1.5,1.4631224596518948,1.4631224596518948,algebraic,1.0,1.0,1212,0.0865625,60315,0.6706663093759684,0.8694281430377727
QM9,PDV,homo_lumo_gap,4,0.5,Gaussian,reference,NGBoost,3199,801,1.3140756102057574,0.5,0.5022318925135888,0.5022318925135888,algebraic,1.0,0.0,1508,0.0315723663644889,60405,0.8778304436677039,0.8924736789720503
QM9,PDV,homo_lumo_gap,4,0.5,Grouped shifted,structure-keyed,NGBoost,3199,801,1.3140756102057574,0.5,0.4882889502225018,0.4882889502225018,algebraic,1.0,1.0,1508,0.0315723663644889,60405,0.8757751608034084,0.8924736789720503
QM9,PDV,homo_lumo_gap,4,1.0,Gaussian,reference,NGBoost,3199,801,1.3140756102057574,1.0,0.9978893586710067,0.9978893586710067,algebraic,1.0,0.0,1508,0.0315723663644889,60410,0.8509164210391754,0.8924736789720503
QM9,PDV,homo_lumo_gap,4,1.0,Grouped shifted,structure-keyed,NGBoost,3199,801,1.3140756102057574,1.0,1.0167599935765885,1.0167599935765885,algebraic,1.0,1.0,1508,0.0315723663644889,60410,0.8287028366825133,0.8924736789720503
QM9,PDV,homo_lumo_gap,4,1.5,Gaussian,reference,NGBoost,3199,801,1.3140756102057574,1.5,1.5302342323919613,1.5302342323919613,algebraic,1.0,0.0,1508,0.0315723663644889,60415,0.797896410889984,0.8924736789720503
QM9,PDV,homo_lumo_gap,4,1.5,Grouped shifted,structure-keyed,NGBoost,3199,801,1.3140756102057574,1.5,1.5041104261527836,1.5041104261527836,algebraic,1.0,1.0,1508,0.0315723663644889,60415,0.771585878780581,0.8924736789720503
QM9,PDV,homo_lumo_gap,5,0.5,Gaussian,reference,NGBoost,3200,800,1.305599787788693,0.5,0.4927677661865978,0.4927677661865978,algebraic,1.0,0.0,1218,0.0753125,60505,0.8294811568469389,0.8471443363660566
QM9,PDV,homo_lumo_gap,5,0.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.305599787788693,0.5,0.48104833777650413,0.48104833777650413,algebraic,1.0,1.0,1218,0.0753125,60505,0.8116878947119472,0.8471443363660566
QM9,PDV,homo_lumo_gap,5,1.0,Gaussian,reference,NGBoost,3200,800,1.305599787788693,1.0,0.9903869617071732,0.9903869617071732,algebraic,1.0,0.0,1218,0.0753125,60510,0.8124978545142091,0.8471443363660566
QM9,PDV,homo_lumo_gap,5,1.0,Grouped shifted,structure-keyed,NGBoost,3200,800,1.305599787788693,1.0,0.9978644638722057,0.9978644638722057,algebraic,1.0,1.0,1218,0.0753125,60510,0.7615952399997704,0.8471443363660566
QM9,PDV,homo_lumo_gap,5,1.5,Gaussian,reference,NGBoost,3200,800,1.305599787788693,1.5,1.4933895556902408,1.4933895556902408,algebraic,1.0,0.0,1218,0.0753125,60515,0.7673371107871181,0.8471443363660566
QM9,PDV,homo_lumo_gap,5,1.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.305599787788693,1.5,1.538832802429868,1.538832802429868,algebraic,1.0,1.0,1218,0.0753125,60515,0.6467525034367885,0.8471443363660566
QM9,PDV,homo_lumo_gap,6,0.5,Gaussian,reference,NGBoost,3119,881,1.2679742149352466,0.5,0.48700183381983575,0.48700183381983575,algebraic,1.0,0.0,1284,0.08303943571657582,60605,0.866632828511555,0.8834715836093342
QM9,PDV,homo_lumo_gap,6,0.5,Grouped shifted,structure-keyed,NGBoost,3119,881,1.2679742149352466,0.5,0.48586857769097824,0.48586857769097824,algebraic,1.0,1.0,1284,0.08303943571657582,60605,0.8633130530377575,0.8834715836093342
QM9,PDV,homo_lumo_gap,6,1.0,Gaussian,reference,NGBoost,3119,881,1.2679742149352466,1.0,1.0087426087758866,1.0087426087758866,algebraic,1.0,0.0,1284,0.08303943571657582,60610,0.8420168475440483,0.8834715836093342
QM9,PDV,homo_lumo_gap,6,1.0,Grouped shifted,structure-keyed,NGBoost,3119,881,1.2679742149352466,1.0,1.0156922212828603,1.0156922212828603,algebraic,1.0,1.0,1284,0.08303943571657582,60610,0.7840368714414894,0.8834715836093342
QM9,PDV,homo_lumo_gap,6,1.5,Gaussian,reference,NGBoost,3119,881,1.2679742149352466,1.5,1.4789144813840622,1.4789144813840622,algebraic,1.0,0.0,1284,0.08303943571657582,60615,0.8105814441998951,0.8834715836093342
QM9,PDV,homo_lumo_gap,6,1.5,Grouped shifted,structure-keyed,NGBoost,3119,881,1.2679742149352466,1.5,1.4642770201986834,1.4642770201986834,algebraic,1.0,1.0,1284,0.08303943571657582,60615,0.7829397125008425,0.8834715836093342
QM9,PDV,homo_lumo_gap,7,0.5,Gaussian,reference,NGBoost,3199,801,1.249293127931134,0.5,0.4997121821141412,0.4997121821141412,algebraic,1.0,0.0,1226,0.08252578930915912,60705,0.8532672954914229,0.8763046749638135
QM9,PDV,homo_lumo_gap,7,0.5,Grouped shifted,structure-keyed,NGBoost,3199,801,1.249293127931134,0.5,0.46258059661063844,0.46258059661063844,algebraic,1.0,1.0,1226,0.08252578930915912,60705,0.8573635057699378,0.8763046749638135
QM9,PDV,homo_lumo_gap,7,1.0,Gaussian,reference,NGBoost,3199,801,1.249293127931134,1.0,0.9898664898824145,0.9898664898824145,algebraic,1.0,0.0,1226,0.08252578930915912,60710,0.837209138944243,0.8763046749638135
QM9,PDV,homo_lumo_gap,7,1.0,Grouped shifted,structure-keyed,NGBoost,3199,801,1.249293127931134,1.0,0.9796194947460121,0.9796194947460121,algebraic,1.0,1.0,1226,0.08252578930915912,60710,0.7942412978972893,0.8763046749638135
