sigma,r2,rmse,mae,spearman,model,rep,strategy,fold,dataset
0.0,-0.216054573911316,1.2581209301082876,1.0006643657703562,-0.039163095301174344,NGBoost,ECFP4,quantile,0,TINY
0.6,-0.20589051320533192,1.2528520669780963,1.0006256968409883,0.013723576765184204,NGBoost,ECFP4,quantile,0,TINY
0.0,-0.023648116265367225,0.9755440071348246,0.8139011636446752,0.018619793069706198,NGBoost,ECFP4,quantile,1,TINY
0.6,-0.05057314069038332,0.9882906035489325,0.8081217338402507,0.08095417490505351,NGBoost,ECFP4,quantile,1,TINY
0.0,-0.1405434135960899,1.3303257962750499,1.0062142462710557,0.05767010917936231,NGBoost,ECFP4,quantile,2,TINY
0.6,-0.20974495833313034,1.3700897350156929,1.0036920921888162,-0.03434899791285459,NGBoost,ECFP4,quantile,2,TINY
