sigma,r2,rmse,mae,spearman,model,rep,strategy,fold,dataset
0.0,0.5732400377271358,0.7650958509437218,0.6260217609975788,0.7157529008793369,QRF,ECFP4,hetero,0,OpenADMET-LogD
0.5,0.5830332849167721,0.7562662280577279,0.635648878621242,0.7163718746472554,QRF,ECFP4,hetero,0,OpenADMET-LogD
1.0,0.5441817565364522,0.7907147940348215,0.6649075781569826,0.6856671370364051,QRF,ECFP4,hetero,0,OpenADMET-LogD
0.0,0.6108743474633029,0.7351050925411418,0.6146501215899755,0.795241310795364,QRF,ECFP4,hetero,1,OpenADMET-LogD
0.5,0.6335684646001676,0.7133471354039218,0.5907712093354577,0.831639618534725,QRF,ECFP4,hetero,1,OpenADMET-LogD
1.0,0.6160176831036577,0.7302307426963204,0.5790548133938949,0.8092413408138937,QRF,ECFP4,hetero,1,OpenADMET-LogD
0.0,0.7119010702789472,0.660866714015122,0.5420476020399273,0.8068866825201488,QRF,ECFP4,hetero,2,OpenADMET-LogD
0.5,0.6217309519114822,0.7572572832938291,0.6225749202488671,0.7607754429806216,QRF,ECFP4,hetero,2,OpenADMET-LogD
1.0,0.6586238175827684,0.7193821616123091,0.581728768646786,0.8066922317800325,QRF,ECFP4,hetero,2,OpenADMET-LogD
