Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
NGBoost,0.24788509678056142,0.44336079984888094,0.1246620768991095,0.6979090909090909,0.9542727272727273,0.5829361393732031,0.5829361393732031,,-0.049918103234698134,1000,7.359611311723649e-05,1000,0.006417099016024643,1000
GP,0.21490188086188047,0.28505646432428106,0.2094142401421097,0.7413636363636363,0.9441818181818182,0.6290581274018172,1.4446360320124143,0.6290581274018172,-0.20893941680088352,1000,-0.04155337915764824,1000,-0.04076037021951865,1000
QRF,0.21212625612078767,0.25989439093676586,0.1438341131977992,0.6511818181818182,0.8906363636363637,0.5389713684372683,0.5389713684372683,,0.36371896201040466,1000,-0.04313955717549531,1000,-0.042124609141115384,1000
BNN-β,0.19859356210530416,0.3263572164599869,0.22521427614958794,0.7490545454545454,0.9506545454545454,0.6662994469673634,,,0.1067567738297653,10000,0.01496580350882896,10000,0.002554965901459295,10000
BNN-α,0.18188838253095682,0.3297160860053109,0.18807396707795648,0.7336545454545454,0.9489909090909091,0.6307222836995455,,0.6307222836995455,0.06722013877355597,10000,0.002812113735275742,10000,-0.0025238084578490826,10000
VBLL-α,0.17001325524689784,0.3721830122647381,0.16162580165602028,0.7240818181818182,0.9468727272727273,0.6254700654850001,0.6128287255454545,0.6254700654850001,0.10570361027645743,10000,-0.012067749916580465,10000,-0.0011264835853465776,10000
VBLL-β,0.15518748301698085,0.26403310218422144,0.21185791950189975,0.7387706422018349,0.943440366972477,0.6533792341368165,0.5682309948623853,0.6533792341368165,0.09666457760447031,10000,0.00020995501448124835,10000,-0.0047120046038949155,9000
