Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
QRF,0.2537419939260789,0.26765228734914176,0.19258372404664828,0.7468181818181818,0.9463636363636364,0.6356240288320573,0.6356240288320573,,-0.1544954987158518,1000,-0.03349281379424912,1000,-0.012977167093961598,1000
NGBoost,0.22417762182317025,0.3726758554069954,0.10920882536245985,0.6915,0.9416,0.5975477212791575,0.5975477212791575,,0.04402160764051236,1000,-0.02923075403690656,1000,-0.004890268948952176,1000
BNN-β,0.2007743187966868,0.3655041808772367,0.29005360922569406,0.7864166666666667,0.9521944444444445,0.7475296541861944,,,0.1267432164094648,10000,0.0011937542794185302,10000,0.02638987942714088,10000
VBLL-β,0.19035646547236076,0.3371504681521752,0.1914854345110103,0.7394722222222222,0.9547129629629629,0.671519693169074,0.6338082162037036,0.671519693169074,0.04690371358354398,9000,0.016038214751488783,10000,0.0024541758607626346,10000
GP,0.18409253939292541,0.3374376744746124,0.23057172331477538,0.7856,0.9596,0.6453319363634817,0.7317824335588785,0.6453319363634817,-0.24384381349075887,1000,-0.05370071370071371,1000,-0.05568903168903169,1000
BNN-α,0.15429013195704794,0.3156170965186404,0.23938615220093323,0.7662385321100917,0.9509174311926606,0.699828769876321,,0.699828769876321,0.13141907193254268,10000,0.010103992565949285,10000,0.021195740920119374,10000
VBLL-α,0.10831194562429101,0.3053087701696316,0.2240340438077871,0.7454814814814815,0.9510092592592593,0.7327430063901852,0.6980118873148148,0.7327430063901852,0.14530705164154192,9000,0.01825729003588742,10000,0.013181020716601068,10000
