Model,Unc-Error ρ,Unc-Noise ρ (pooled),ECE,Coverage 1σ,Coverage 2σ,Mean Uncertainty,Mean Aleatoric,Mean Epistemic,Unc-Noise ρ σ=0.0,Unc-Noise n σ=0.0,Unc-Noise ρ σ=0.3,Unc-Noise n σ=0.3,Unc-Noise ρ σ=0.6,Unc-Noise n σ=0.6
GP,0.2239466953730843,0.5269016972546984,0.13924778511855593,0.7137129629629629,0.9542222222222222,0.599684711128133,0.42143098643923227,0.599684711128133,-0.12537913044319515,9000,-0.012805939982405161,10000,-0.015263788526392907,9000
QRF,0.21968917062916624,0.22165094967803242,0.10980221865444115,0.6782727272727272,0.9309090909090909,0.5925577772400299,0.5925577772400299,,-0.10591450789094374,1000,0.0009364029504489947,1000,0.0004561624588994337,1000
BNN-α,0.20246172031737833,0.32845976106017055,0.17262818668393892,0.7192018348623853,0.9512935779816514,0.6801188069014679,,0.6801188069014679,0.05002594419162984,10000,-0.0010863395029122801,10000,-0.0019345830194444941,10000
NGBoost,0.19891767774748953,0.43862843718171096,0.13861839075330043,0.6975363636363636,0.9530454545454545,0.6731752780871987,0.6731752780871987,,-0.003927488074595379,10000,0.016186818753311346,10000,0.027423858311529322,10000
BNN-β,0.19688174557378593,0.38021127515705977,0.1752814187967533,0.721392523364486,0.949570093457944,0.6779956214233177,,0.6779956214233177,0.046101000273121924,9000,0.008440766988838149,10000,-0.0032851108649398068,10000
