dataset,model,rep,strategy,test_rows,oof_rows,oof_finite,folds,sigmas,status
herg_ki,MLP-VBLL-Full,sns,outlier,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,sns,quantile,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,sns,hetero,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,sns,threshold,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,sns,valprop,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,mhggnnpretrained,legacy,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,mhggnnpretrained,outlier,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,mhggnnpretrained,quantile,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,mhggnnpretrained,hetero,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,mhggnnpretrained,threshold,0,0,0,0,0,MISSING
herg_ki,MLP-VBLL-Full,mhggnnpretrained,valprop,55,55,55,5,11,OK
