dataset,model,rep,strategy,baseline_r2,baseline_r2_std,baseline_rmse,auc_norm,weibull_tau,weibull_beta,retention_0.5,retention_1.0
TINY,NGBoost,PDV,quantile,-0.13423376064281456,0.1311856579380129,1.1392475308871206,,,,,
